Circuit delay: 2821.62648 ps

Gate slacks:
INPUT-P2_WR_REG_SCAN_IN: 3041.00765 ps
INPUT-SI_31_: 2379.43396 ps
INPUT-SI_30_: 2428.27271 ps
INPUT-SI_29_: 2340.40972 ps
INPUT-SI_28_: 2232.30072 ps
INPUT-SI_27_: 2218.41923 ps
INPUT-SI_26_: 2178.72769 ps
INPUT-SI_25_: 2139.03616 ps
INPUT-SI_24_: 2099.34462 ps
INPUT-SI_23_: 2059.65309 ps
INPUT-SI_22_: 2019.96156 ps
INPUT-SI_21_: 1980.27002 ps
INPUT-SI_20_: 1940.57849 ps
INPUT-SI_19_: 1900.88695 ps
INPUT-SI_18_: 1861.19542 ps
INPUT-SI_17_: 1821.50389 ps
INPUT-SI_16_: 1781.81231 ps
INPUT-SI_15_: 1742.11377 ps
INPUT-SI_14_: 1668.35197 ps
INPUT-SI_13_: 1635.27459 ps
INPUT-SI_12_: 1602.19963 ps
INPUT-SI_11_: 1597.50693 ps
INPUT-SI_10_: 1612.21646 ps
INPUT-SI_9_: 1579.13907 ps
INPUT-SI_8_: 1546.06411 ps
INPUT-SI_7_: 1544.21812 ps
INPUT-SI_6_: 1556.49527 ps
INPUT-SI_5_: 1523.41879 ps
INPUT-SI_4_: 1518.97679 ps
INPUT-SI_3_: 1505.37800 ps
INPUT-SI_2_: 1501.87137 ps
INPUT-SI_1_: 1483.02880 ps
INPUT-SI_0_: 1483.02880 ps
INPUT-P2_RD_REG_SCAN_IN: 282.16265 ps
INPUT-P2_STATE_REG_SCAN_IN: 2384.01662 ps
INPUT-P2_REG3_REG_7__SCAN_IN: 1370.28326 ps
INPUT-P2_REG3_REG_27__SCAN_IN: 2085.66975 ps
INPUT-P2_REG3_REG_14__SCAN_IN: 1599.51634 ps
INPUT-P2_REG3_REG_23__SCAN_IN: 1933.85909 ps
INPUT-P2_REG3_REG_10__SCAN_IN: 1457.72664 ps
INPUT-P2_REG3_REG_3__SCAN_IN: 1370.28326 ps
INPUT-P2_REG3_REG_19__SCAN_IN: 1785.26231 ps
INPUT-P2_REG3_REG_28__SCAN_IN: 2106.10478 ps
INPUT-P2_REG3_REG_8__SCAN_IN: 1414.74849 ps
INPUT-P2_REG3_REG_1__SCAN_IN: 1682.02238 ps
INPUT-P2_REG3_REG_21__SCAN_IN: 1859.56070 ps
INPUT-P2_REG3_REG_12__SCAN_IN: 1525.21684 ps
INPUT-P2_REG3_REG_25__SCAN_IN: 2008.15748 ps
INPUT-P2_REG3_REG_16__SCAN_IN: 1673.81473 ps
INPUT-P2_REG3_REG_5__SCAN_IN: 1370.28326 ps
INPUT-P2_REG3_REG_17__SCAN_IN: 1710.96392 ps
INPUT-P2_REG3_REG_24__SCAN_IN: 1971.00828 ps
INPUT-P2_REG3_REG_4__SCAN_IN: 1370.28326 ps
INPUT-P2_REG3_REG_9__SCAN_IN: 1414.74849 ps
INPUT-P2_REG3_REG_0__SCAN_IN: 1670.47930 ps
INPUT-P2_REG3_REG_20__SCAN_IN: 1822.41151 ps
INPUT-P2_REG3_REG_13__SCAN_IN: 1562.36714 ps
INPUT-P2_REG3_REG_22__SCAN_IN: 1896.70989 ps
INPUT-P2_REG3_REG_11__SCAN_IN: 1457.72664 ps
INPUT-P2_REG3_REG_2__SCAN_IN: 1541.43771 ps
INPUT-P2_REG3_REG_18__SCAN_IN: 1748.11312 ps
INPUT-P2_REG3_REG_6__SCAN_IN: 1370.28326 ps
INPUT-P2_REG3_REG_26__SCAN_IN: 2045.30667 ps
INPUT-P2_REG3_REG_15__SCAN_IN: 1636.66554 ps
INPUT-P2_B_REG_SCAN_IN: 2007.15320 ps
INPUT-P2_DATAO_REG_31__SCAN_IN: 2315.84865 ps
INPUT-P2_DATAO_REG_30__SCAN_IN: 2348.60277 ps
INPUT-P2_DATAO_REG_29__SCAN_IN: 2266.21111 ps
INPUT-P2_DATAO_REG_28__SCAN_IN: 2158.10211 ps
INPUT-P2_DATAO_REG_27__SCAN_IN: 2147.52559 ps
INPUT-P2_DATAO_REG_26__SCAN_IN: 2107.83405 ps
INPUT-P2_DATAO_REG_25__SCAN_IN: 2068.14252 ps
INPUT-P2_DATAO_REG_24__SCAN_IN: 2028.45098 ps
INPUT-P2_DATAO_REG_23__SCAN_IN: 1988.75945 ps
INPUT-P2_DATAO_REG_22__SCAN_IN: 1949.06792 ps
INPUT-P2_DATAO_REG_21__SCAN_IN: 1909.37638 ps
INPUT-P2_DATAO_REG_20__SCAN_IN: 1869.68485 ps
INPUT-P2_DATAO_REG_19__SCAN_IN: 1829.99332 ps
INPUT-P2_DATAO_REG_18__SCAN_IN: 1790.30178 ps
INPUT-P2_DATAO_REG_17__SCAN_IN: 1750.61025 ps
INPUT-P2_DATAO_REG_16__SCAN_IN: 1710.91867 ps
INPUT-P2_DATAO_REG_15__SCAN_IN: 1671.22013 ps
INPUT-P2_DATAO_REG_14__SCAN_IN: 1597.45884 ps
INPUT-P2_DATAO_REG_13__SCAN_IN: 1564.38145 ps
INPUT-P2_DATAO_REG_12__SCAN_IN: 1531.30649 ps
INPUT-P2_DATAO_REG_11__SCAN_IN: 1523.70928 ps
INPUT-P2_DATAO_REG_10__SCAN_IN: 1541.32333 ps
INPUT-P2_DATAO_REG_9__SCAN_IN: 1508.24594 ps
INPUT-P2_DATAO_REG_8__SCAN_IN: 1475.17098 ps
INPUT-P2_DATAO_REG_7__SCAN_IN: 1470.42046 ps
INPUT-P2_DATAO_REG_6__SCAN_IN: 1485.60213 ps
INPUT-P1_IR_REG_0__SCAN_IN: 1039.67722 ps
INPUT-P1_IR_REG_1__SCAN_IN: 1039.67722 ps
INPUT-P1_IR_REG_2__SCAN_IN: 1039.67722 ps
INPUT-P1_IR_REG_3__SCAN_IN: 1039.67722 ps
INPUT-P1_IR_REG_4__SCAN_IN: 1039.67722 ps
INPUT-P1_IR_REG_5__SCAN_IN: 1039.67722 ps
INPUT-P1_IR_REG_6__SCAN_IN: 1039.67722 ps
INPUT-P1_IR_REG_7__SCAN_IN: 1051.58377 ps
INPUT-P1_IR_REG_8__SCAN_IN: 1051.58377 ps
INPUT-P1_IR_REG_9__SCAN_IN: 1051.58377 ps
INPUT-P1_IR_REG_10__SCAN_IN: 1039.67722 ps
INPUT-P1_IR_REG_11__SCAN_IN: 1039.67722 ps
INPUT-P1_IR_REG_12__SCAN_IN: 1039.67722 ps
INPUT-P1_IR_REG_13__SCAN_IN: 1039.67722 ps
INPUT-P1_IR_REG_14__SCAN_IN: 1039.67722 ps
INPUT-P1_IR_REG_15__SCAN_IN: 1039.67722 ps
INPUT-P1_IR_REG_16__SCAN_IN: 1039.67722 ps
INPUT-P1_IR_REG_17__SCAN_IN: 1039.67722 ps
INPUT-P1_IR_REG_18__SCAN_IN: 1039.67722 ps
INPUT-P1_IR_REG_19__SCAN_IN: 1039.67722 ps
INPUT-P1_IR_REG_20__SCAN_IN: 1051.58377 ps
INPUT-P1_IR_REG_21__SCAN_IN: 1051.58377 ps
INPUT-P1_IR_REG_22__SCAN_IN: 1051.58377 ps
INPUT-P1_IR_REG_23__SCAN_IN: 1039.67722 ps
INPUT-P1_IR_REG_24__SCAN_IN: 1039.67722 ps
INPUT-P1_IR_REG_25__SCAN_IN: 1039.67722 ps
INPUT-P1_IR_REG_26__SCAN_IN: 1039.67722 ps
INPUT-P1_IR_REG_27__SCAN_IN: 1039.67722 ps
INPUT-P1_IR_REG_28__SCAN_IN: 1039.67722 ps
INPUT-P1_IR_REG_29__SCAN_IN: 1039.67722 ps
INPUT-P1_IR_REG_30__SCAN_IN: 1174.49623 ps
INPUT-P1_IR_REG_31__SCAN_IN: 1077.96231 ps
INPUT-P1_D_REG_0__SCAN_IN: 2327.20776 ps
INPUT-P1_D_REG_1__SCAN_IN: 2339.27435 ps
INPUT-P1_D_REG_2__SCAN_IN: 2251.15433 ps
INPUT-P1_D_REG_3__SCAN_IN: 2251.15433 ps
INPUT-P1_D_REG_4__SCAN_IN: 2251.15433 ps
INPUT-P1_D_REG_5__SCAN_IN: 2251.15433 ps
INPUT-P1_D_REG_6__SCAN_IN: 2251.15433 ps
INPUT-P1_D_REG_7__SCAN_IN: 2270.75648 ps
INPUT-P1_D_REG_8__SCAN_IN: 2270.75648 ps
INPUT-P1_D_REG_9__SCAN_IN: 2270.75648 ps
INPUT-P1_D_REG_10__SCAN_IN: 2251.15433 ps
INPUT-P1_D_REG_11__SCAN_IN: 2251.15433 ps
INPUT-P1_D_REG_12__SCAN_IN: 2251.15433 ps
INPUT-P1_D_REG_13__SCAN_IN: 2251.15433 ps
INPUT-P1_D_REG_14__SCAN_IN: 2251.15433 ps
INPUT-P1_D_REG_15__SCAN_IN: 2251.15433 ps
INPUT-P1_D_REG_16__SCAN_IN: 2251.15433 ps
INPUT-P1_D_REG_17__SCAN_IN: 2251.15433 ps
INPUT-P1_D_REG_18__SCAN_IN: 2251.15433 ps
INPUT-P1_D_REG_19__SCAN_IN: 2251.15433 ps
INPUT-P1_D_REG_20__SCAN_IN: 2251.15433 ps
INPUT-P1_D_REG_21__SCAN_IN: 2251.15433 ps
INPUT-P1_D_REG_22__SCAN_IN: 2270.75648 ps
INPUT-P1_D_REG_23__SCAN_IN: 2270.75648 ps
INPUT-P1_D_REG_24__SCAN_IN: 2270.75648 ps
INPUT-P1_D_REG_25__SCAN_IN: 2251.15433 ps
INPUT-P1_D_REG_26__SCAN_IN: 2251.15433 ps
INPUT-P1_D_REG_27__SCAN_IN: 2251.15433 ps
INPUT-P1_D_REG_28__SCAN_IN: 2251.15433 ps
INPUT-P1_D_REG_29__SCAN_IN: 2251.15433 ps
INPUT-P1_D_REG_30__SCAN_IN: 2251.15433 ps
INPUT-P1_D_REG_31__SCAN_IN: 2251.15433 ps
INPUT-P1_REG0_REG_0__SCAN_IN: 1632.47310 ps
INPUT-P1_REG0_REG_1__SCAN_IN: 1665.40902 ps
INPUT-P1_REG0_REG_2__SCAN_IN: 1529.67474 ps
INPUT-P1_REG0_REG_3__SCAN_IN: 1468.57417 ps
INPUT-P1_REG0_REG_4__SCAN_IN: 1614.46821 ps
INPUT-P1_REG0_REG_5__SCAN_IN: 1502.83798 ps
INPUT-P1_REG0_REG_6__SCAN_IN: 1559.03913 ps
INPUT-P1_REG0_REG_7__SCAN_IN: 1651.80247 ps
INPUT-P1_REG0_REG_8__SCAN_IN: 1646.03994 ps
INPUT-P1_REG0_REG_9__SCAN_IN: 1694.06127 ps
INPUT-P1_REG0_REG_10__SCAN_IN: 1571.51203 ps
INPUT-P1_REG0_REG_11__SCAN_IN: 1699.43633 ps
INPUT-P1_REG0_REG_12__SCAN_IN: 1775.50577 ps
INPUT-P1_REG0_REG_13__SCAN_IN: 1799.80724 ps
INPUT-P1_REG0_REG_14__SCAN_IN: 1827.41201 ps
INPUT-P1_REG0_REG_15__SCAN_IN: 1743.03171 ps
INPUT-P1_REG0_REG_16__SCAN_IN: 1833.18955 ps
INPUT-P1_REG0_REG_17__SCAN_IN: 1922.96262 ps
INPUT-P1_REG0_REG_18__SCAN_IN: 2018.21191 ps
INPUT-P1_REG0_REG_19__SCAN_IN: 1940.45544 ps
INPUT-P1_REG0_REG_20__SCAN_IN: 2046.35723 ps
INPUT-P1_REG0_REG_21__SCAN_IN: 2048.19321 ps
INPUT-P1_REG0_REG_22__SCAN_IN: 1994.00335 ps
INPUT-P1_REG0_REG_23__SCAN_IN: 2084.42043 ps
INPUT-P1_REG0_REG_24__SCAN_IN: 2106.18644 ps
INPUT-P1_REG0_REG_25__SCAN_IN: 2088.99013 ps
INPUT-P1_REG0_REG_26__SCAN_IN: 2131.93442 ps
INPUT-P1_REG0_REG_27__SCAN_IN: 2092.20845 ps
INPUT-P1_REG0_REG_28__SCAN_IN: 2119.89883 ps
INPUT-P1_REG0_REG_29__SCAN_IN: 2255.19374 ps
INPUT-P1_REG0_REG_30__SCAN_IN: 1794.58087 ps
INPUT-P1_REG0_REG_31__SCAN_IN: 1785.94372 ps
INPUT-P1_REG1_REG_0__SCAN_IN: 1632.47310 ps
INPUT-P1_REG1_REG_1__SCAN_IN: 1665.40902 ps
INPUT-P1_REG1_REG_2__SCAN_IN: 1529.67474 ps
INPUT-P1_REG1_REG_3__SCAN_IN: 1468.57417 ps
INPUT-P1_REG1_REG_4__SCAN_IN: 1614.46821 ps
INPUT-P1_REG1_REG_5__SCAN_IN: 1502.83798 ps
INPUT-P1_REG1_REG_6__SCAN_IN: 1559.03913 ps
INPUT-P1_REG1_REG_7__SCAN_IN: 1651.80247 ps
INPUT-P1_REG1_REG_8__SCAN_IN: 1646.03994 ps
INPUT-P1_REG1_REG_9__SCAN_IN: 1694.06127 ps
INPUT-P1_REG1_REG_10__SCAN_IN: 1571.51203 ps
INPUT-P1_REG1_REG_11__SCAN_IN: 1699.43633 ps
INPUT-P1_REG1_REG_12__SCAN_IN: 1775.50577 ps
INPUT-P1_REG1_REG_13__SCAN_IN: 1799.80724 ps
INPUT-P1_REG1_REG_14__SCAN_IN: 1827.41201 ps
INPUT-P1_REG1_REG_15__SCAN_IN: 1743.03171 ps
INPUT-P1_REG1_REG_16__SCAN_IN: 1833.18955 ps
INPUT-P1_REG1_REG_17__SCAN_IN: 1922.96262 ps
INPUT-P1_REG1_REG_18__SCAN_IN: 2018.21191 ps
INPUT-P1_REG1_REG_19__SCAN_IN: 1940.45544 ps
INPUT-P1_REG1_REG_20__SCAN_IN: 2046.35723 ps
INPUT-P1_REG1_REG_21__SCAN_IN: 2048.19321 ps
INPUT-P1_REG1_REG_22__SCAN_IN: 1994.00335 ps
INPUT-P1_REG1_REG_23__SCAN_IN: 2084.42043 ps
INPUT-P1_REG1_REG_24__SCAN_IN: 2106.18644 ps
INPUT-P1_REG1_REG_25__SCAN_IN: 2088.99013 ps
INPUT-P1_REG1_REG_26__SCAN_IN: 2131.93442 ps
INPUT-P1_REG1_REG_27__SCAN_IN: 2092.20845 ps
INPUT-P1_REG1_REG_28__SCAN_IN: 2119.89883 ps
INPUT-P1_REG1_REG_29__SCAN_IN: 2255.19374 ps
INPUT-P1_REG1_REG_30__SCAN_IN: 1794.58087 ps
INPUT-P1_REG1_REG_31__SCAN_IN: 1785.94372 ps
INPUT-P1_REG2_REG_0__SCAN_IN: 1632.47289 ps
INPUT-P1_REG2_REG_1__SCAN_IN: 1665.40881 ps
INPUT-P1_REG2_REG_2__SCAN_IN: 1529.67454 ps
INPUT-P1_REG2_REG_3__SCAN_IN: 1468.57397 ps
INPUT-P1_REG2_REG_4__SCAN_IN: 1614.46800 ps
INPUT-P1_REG2_REG_5__SCAN_IN: 1502.83778 ps
INPUT-P1_REG2_REG_6__SCAN_IN: 1559.03892 ps
INPUT-P1_REG2_REG_7__SCAN_IN: 1651.80226 ps
INPUT-P1_REG2_REG_8__SCAN_IN: 1646.03974 ps
INPUT-P1_REG2_REG_9__SCAN_IN: 1694.06106 ps
INPUT-P1_REG2_REG_10__SCAN_IN: 1571.51183 ps
INPUT-P1_REG2_REG_11__SCAN_IN: 1699.43612 ps
INPUT-P1_REG2_REG_12__SCAN_IN: 1775.50556 ps
INPUT-P1_REG2_REG_13__SCAN_IN: 1799.80704 ps
INPUT-P1_REG2_REG_14__SCAN_IN: 1827.41181 ps
INPUT-P1_REG2_REG_15__SCAN_IN: 1743.03151 ps
INPUT-P1_REG2_REG_16__SCAN_IN: 1833.18934 ps
INPUT-P1_REG2_REG_17__SCAN_IN: 1922.96241 ps
INPUT-P1_REG2_REG_18__SCAN_IN: 2018.21170 ps
INPUT-P1_REG2_REG_19__SCAN_IN: 1940.45523 ps
INPUT-P1_REG2_REG_20__SCAN_IN: 2046.35702 ps
INPUT-P1_REG2_REG_21__SCAN_IN: 2048.19300 ps
INPUT-P1_REG2_REG_22__SCAN_IN: 1994.00314 ps
INPUT-P1_REG2_REG_23__SCAN_IN: 2084.42022 ps
INPUT-P1_REG2_REG_24__SCAN_IN: 2106.18623 ps
INPUT-P1_REG2_REG_25__SCAN_IN: 2088.98992 ps
INPUT-P1_REG2_REG_26__SCAN_IN: 2131.93421 ps
INPUT-P1_REG2_REG_27__SCAN_IN: 2092.20824 ps
INPUT-P1_REG2_REG_28__SCAN_IN: 2119.89862 ps
INPUT-P1_REG2_REG_29__SCAN_IN: 2255.19353 ps
INPUT-P1_REG2_REG_30__SCAN_IN: 1794.58071 ps
INPUT-P1_REG2_REG_31__SCAN_IN: 1785.94355 ps
INPUT-P1_ADDR_REG_19__SCAN_IN: 288.79158 ps
INPUT-P1_ADDR_REG_18__SCAN_IN: 3000.57538 ps
INPUT-P1_ADDR_REG_17__SCAN_IN: 2951.47002 ps
INPUT-P1_ADDR_REG_16__SCAN_IN: 2911.77849 ps
INPUT-P1_ADDR_REG_15__SCAN_IN: 2872.08695 ps
INPUT-P1_ADDR_REG_14__SCAN_IN: 2832.39542 ps
INPUT-P1_ADDR_REG_13__SCAN_IN: 2792.70389 ps
INPUT-P1_ADDR_REG_12__SCAN_IN: 2753.01235 ps
INPUT-P1_ADDR_REG_11__SCAN_IN: 2713.32082 ps
INPUT-P1_ADDR_REG_10__SCAN_IN: 2673.62928 ps
INPUT-P1_ADDR_REG_9__SCAN_IN: 2633.93775 ps
INPUT-P1_ADDR_REG_8__SCAN_IN: 2594.24622 ps
INPUT-P1_ADDR_REG_7__SCAN_IN: 2554.55468 ps
INPUT-P1_ADDR_REG_6__SCAN_IN: 2514.86315 ps
INPUT-P1_ADDR_REG_5__SCAN_IN: 2475.17161 ps
