Circuit delay: 310.23333 ps

Gate slacks:
INPUT-STATO_REG_0__SCAN_IN: 95.82781 ps
INPUT-REQUEST1: 298.60831 ps
INPUT-REQUEST2: 298.60831 ps
INPUT-REQUEST3: 298.60831 ps
INPUT-REQUEST4: 298.60831 ps
INPUT-CODA0_REG_2__SCAN_IN: 266.69343 ps
INPUT-CODA0_REG_1__SCAN_IN: 266.69343 ps
INPUT-CODA0_REG_0__SCAN_IN: 266.69343 ps
INPUT-CODA1_REG_2__SCAN_IN: 284.61003 ps
INPUT-CODA1_REG_1__SCAN_IN: 284.61003 ps
INPUT-CODA1_REG_0__SCAN_IN: 284.61003 ps
INPUT-CODA2_REG_2__SCAN_IN: 284.70171 ps
INPUT-CODA2_REG_1__SCAN_IN: 284.70171 ps
INPUT-CODA2_REG_0__SCAN_IN: 284.70171 ps
INPUT-CODA3_REG_2__SCAN_IN: 286.20199 ps
INPUT-CODA3_REG_1__SCAN_IN: 286.20199 ps
INPUT-CODA3_REG_0__SCAN_IN: 286.20199 ps
INPUT-GRANT_REG_3__SCAN_IN: 302.06679 ps
INPUT-GRANT_REG_2__SCAN_IN: 302.06679 ps
INPUT-GRANT_REG_1__SCAN_IN: 302.06679 ps
INPUT-GRANT_REG_0__SCAN_IN: 302.06679 ps
INPUT-GRANT_O_REG_3__SCAN_IN: 298.60831 ps
INPUT-GRANT_O_REG_2__SCAN_IN: 298.60831 ps
INPUT-GRANT_O_REG_1__SCAN_IN: 298.60831 ps
INPUT-GRANT_O_REG_0__SCAN_IN: 298.60831 ps
INPUT-RU3_REG_SCAN_IN: 53.56332 ps
INPUT-FU1_REG_SCAN_IN: 55.97769 ps
INPUT-FU3_REG_SCAN_IN: 55.97769 ps
INPUT-RU1_REG_SCAN_IN: 91.97563 ps
INPUT-RU4_REG_SCAN_IN: 67.01526 ps
INPUT-FU2_REG_SCAN_IN: 55.97769 ps
INPUT-FU4_REG_SCAN_IN: 54.27513 ps
INPUT-RU2_REG_SCAN_IN: 31.02333 ps
INPUT-STATO_REG_1__SCAN_IN: 100.79244 ps
OUTPUT-STATO_REG_0__SCAN_IN: 341.25666 ps
NOT-U203: 211.58420 ps
NOT-U224: 266.69343 ps
NOT-U225: 266.69343 ps
NOT-U226: 266.69343 ps
NAND-U304: 304.09252 ps
NAND-U306: 304.09252 ps
NAND-U308: 304.09252 ps
NAND-U310: 304.09252 ps
OUTPUT-GRANT_O_REG_3__SCAN_IN: 341.25666 ps
OUTPUT-GRANT_O_REG_2__SCAN_IN: 341.25666 ps
OUTPUT-GRANT_O_REG_1__SCAN_IN: 341.25666 ps
OUTPUT-GRANT_O_REG_0__SCAN_IN: 341.25666 ps
NOT-U219: 54.27513 ps
NAND-U312: 304.09252 ps
NAND-U314: 304.09252 ps
NOT-U227: 121.92245 ps
NOT-U245: 74.04225 ps
NOT-U221: 91.97563 ps
NAND-U222: 95.82781 ps
NAND-U316: 304.09252 ps
NAND-U320: 304.09252 ps
NOT-U228: 74.22392 ps
NOT-U246: 54.27513 ps
OR-U248: 55.97769 ps
NOT-U243: 31.02333 ps
OR-U256: 248.41611 ps
NAND-U318: 304.09252 ps
NAND-U322: 304.09252 ps
NOT-U218: 169.72182 ps
OUTPUT-U203: 273.24907 ps
NAND-U291: 211.58420 ps
NAND-U292: 211.58420 ps
NAND-U303: 211.58420 ps
NAND-U305: 211.58420 ps
NAND-U307: 211.58420 ps
NAND-U309: 211.58420 ps
NAND-U311: 211.58420 ps
NAND-U313: 211.58420 ps
NAND-U315: 211.58420 ps
NAND-U317: 211.58420 ps
NAND-U319: 211.58420 ps
NAND-U321: 211.58420 ps
NOT-U247: 95.82781 ps
NAND-U293: 74.22392 ps
NAND-U244: 55.97769 ps
NAND-U220: 31.02333 ps
NAND-U294: 39.29896 ps
NAND-U257: 242.17116 ps
NAND-U205: 211.58420 ps
NAND-U204: 211.58420 ps
NAND-U233: 211.58420 ps
NAND-U234: 211.58420 ps
NAND-U235: 211.58420 ps
NAND-U236: 211.58420 ps
NAND-U237: 211.58420 ps
NAND-U238: 211.58420 ps
NAND-U239: 211.58420 ps
NAND-U240: 211.58420 ps
NAND-U241: 211.58420 ps
NAND-U242: 211.58420 ps
NAND-U254: 95.82781 ps
NOT-U249: 163.16164 ps
NAND-U295: 216.67664 ps
NAND-U297: 216.67664 ps
NAND-U299: 216.67664 ps
NAND-U301: 216.67664 ps
NOT-U250: 31.02333 ps
OUTPUT-U205: 211.58420 ps
OUTPUT-U204: 211.58420 ps
OUTPUT-U233: 211.58420 ps
OUTPUT-U234: 211.58420 ps
OUTPUT-U235: 211.58420 ps
OUTPUT-U236: 211.58420 ps
OUTPUT-U237: 211.58420 ps
OUTPUT-U238: 211.58420 ps
OUTPUT-U239: 211.58420 ps
OUTPUT-U240: 211.58420 ps
OUTPUT-U241: 211.58420 ps
OUTPUT-U242: 211.58420 ps
NAND-U296: 163.16164 ps
NAND-U298: 163.16164 ps
NAND-U300: 163.16164 ps
NAND-U302: 163.16164 ps
NAND-U251: 31.02333 ps
NAND-U229: 163.16164 ps
NAND-U230: 163.16164 ps
NAND-U231: 163.16164 ps
NAND-U232: 163.16164 ps
NAND-U252: 31.02333 ps
OUTPUT-U229: 163.16164 ps
OUTPUT-U230: 163.16164 ps
OUTPUT-U231: 163.16164 ps
OUTPUT-U232: 163.16164 ps
NAND-U253: 31.02333 ps
NAND-U223: 31.02333 ps
AND-U201: 31.02333 ps
AND-U202: 66.43364 ps
NOT-U255: 68.48318 ps
NAND-U258: 50.48026 ps
NAND-U261: 31.02333 ps
NAND-U264: 31.02333 ps
NAND-U268: 50.48026 ps
NAND-U271: 50.48026 ps
NAND-U274: 50.48026 ps
NAND-U277: 50.48026 ps
NAND-U280: 50.48026 ps
NAND-U283: 50.48026 ps
NAND-U285: 65.72559 ps
NAND-U287: 65.72559 ps
NAND-U289: 65.72559 ps
NAND-U259: 66.43364 ps
NAND-U262: 66.43364 ps
NAND-U265: 66.43364 ps
NAND-U267: 66.43364 ps
NAND-U270: 66.43364 ps
NAND-U273: 66.43364 ps
NAND-U276: 66.43364 ps
NAND-U279: 66.43364 ps
NAND-U282: 66.43364 ps
NAND-U260: 68.48318 ps
NAND-U263: 68.48318 ps
NAND-U266: 68.48318 ps
NAND-U269: 68.48318 ps
NAND-U272: 68.48318 ps
NAND-U275: 68.48318 ps
NAND-U278: 68.48318 ps
NAND-U281: 68.48318 ps
NAND-U284: 68.48318 ps
NAND-U286: 83.69796 ps
NAND-U288: 83.69796 ps
NAND-U290: 83.69796 ps
NAND-U217: 50.48026 ps
NAND-U216: 31.02333 ps
NAND-U215: 31.02333 ps
NAND-U214: 50.48026 ps
NAND-U213: 50.48026 ps
NAND-U212: 50.48026 ps
NAND-U211: 50.48026 ps
NAND-U210: 50.48026 ps
NAND-U209: 50.48026 ps
NAND-U208: 65.72559 ps
NAND-U207: 65.72559 ps
NAND-U206: 65.72559 ps
OUTPUT-U217: 50.48026 ps
OUTPUT-U216: 31.02333 ps
OUTPUT-U215: 31.02333 ps
OUTPUT-U214: 50.48026 ps
OUTPUT-U213: 50.48026 ps
OUTPUT-U212: 50.48026 ps
OUTPUT-U211: 50.48026 ps
OUTPUT-U210: 50.48026 ps
OUTPUT-U209: 50.48026 ps
OUTPUT-U208: 65.72559 ps
OUTPUT-U207: 65.72559 ps
OUTPUT-U206: 65.72559 ps

Critical path:
INPUT-RU2_REG_SCAN_IN,NOT-U243,NAND-U220,NAND-U261,NAND-U216,OUTPUT-U216
