Circuit delay: 3594.01116 ps

Gate slacks:
INPUT-P2_P1_MEMORYFETCH_REG_SCAN_IN: 3910.74717 ps
INPUT-HOLD: 3788.04730 ps
INPUT-NA: 3846.95053 ps
INPUT-BS: 3871.17475 ps
INPUT-SEL: 359.40112 ps
INPUT-DIN_31_: 3609.27998 ps
INPUT-DIN_30_: 3462.53508 ps
INPUT-DIN_29_: 3450.95850 ps
INPUT-DIN_28_: 3303.82229 ps
INPUT-DIN_27_: 3229.05175 ps
INPUT-DIN_26_: 3078.66936 ps
INPUT-DIN_25_: 3011.21469 ps
INPUT-DIN_24_: 2898.59269 ps
INPUT-DIN_23_: 2799.94832 ps
INPUT-DIN_22_: 2689.60501 ps
INPUT-DIN_21_: 2622.02931 ps
INPUT-DIN_20_: 2471.41866 ps
INPUT-DIN_19_: 2404.56941 ps
INPUT-DIN_18_: 2308.73023 ps
INPUT-DIN_17_: 2218.45674 ps
INPUT-DIN_16_: 2118.78528 ps
INPUT-DIN_15_: 2027.23352 ps
INPUT-DIN_14_: 1915.42866 ps
INPUT-DIN_13_: 1836.82599 ps
INPUT-DIN_12_: 1697.23727 ps
INPUT-DIN_11_: 1623.71601 ps
INPUT-DIN_10_: 1474.21140 ps
INPUT-DIN_9_: 1414.96317 ps
INPUT-DIN_8_: 1262.42868 ps
INPUT-DIN_7_: 1182.25879 ps
INPUT-DIN_6_: 1045.13971 ps
INPUT-DIN_5_: 981.10947 ps
INPUT-DIN_4_: 837.32489 ps
INPUT-DIN_3_: 764.18419 ps
INPUT-DIN_2_: 645.24301 ps
INPUT-DIN_1_: 453.45152 ps
INPUT-DIN_0_: 453.19306 ps
INPUT-P2_P1_READREQUEST_REG_SCAN_IN: 3899.81941 ps
INPUT-P2_P1_ADS_N_REG_SCAN_IN: 3215.13089 ps
INPUT-P2_P1_CODEFETCH_REG_SCAN_IN: 3883.94217 ps
INPUT-P2_P1_M_IO_N_REG_SCAN_IN: 3556.73110 ps
INPUT-P2_P1_D_C_N_REG_SCAN_IN: 3460.90012 ps
INPUT-P2_P1_REQUESTPENDING_REG_SCAN_IN: 3796.42460 ps
INPUT-P2_P1_STATEBS16_REG_SCAN_IN: 3316.66653 ps
INPUT-P2_P1_MORE_REG_SCAN_IN: 3658.53532 ps
INPUT-P2_P1_FLUSH_REG_SCAN_IN: 3632.93863 ps
INPUT-P2_P1_W_R_N_REG_SCAN_IN: 3556.73110 ps
INPUT-P2_P1_BYTEENABLE_REG_0__SCAN_IN: 3910.74717 ps
INPUT-P2_P1_BYTEENABLE_REG_1__SCAN_IN: 3897.04073 ps
INPUT-P2_P1_BYTEENABLE_REG_2__SCAN_IN: 3910.74717 ps
INPUT-P2_P1_BYTEENABLE_REG_3__SCAN_IN: 3897.04073 ps
INPUT-P2_P1_REIP_REG_31__SCAN_IN: 3796.09047 ps
INPUT-P2_P1_REIP_REG_30__SCAN_IN: 3783.12439 ps
INPUT-P2_P1_REIP_REG_29__SCAN_IN: 3745.97520 ps
INPUT-P2_P1_REIP_REG_28__SCAN_IN: 3708.82600 ps
INPUT-P2_P1_REIP_REG_27__SCAN_IN: 3671.67681 ps
INPUT-P2_P1_REIP_REG_26__SCAN_IN: 3634.52762 ps
INPUT-P2_P1_REIP_REG_25__SCAN_IN: 3597.37842 ps
INPUT-P2_P1_REIP_REG_24__SCAN_IN: 3560.22923 ps
INPUT-P2_P1_REIP_REG_23__SCAN_IN: 3523.08003 ps
INPUT-P2_P1_REIP_REG_22__SCAN_IN: 3485.93084 ps
INPUT-P2_P1_REIP_REG_21__SCAN_IN: 3448.78164 ps
