Circuit delay: 2941.29358 ps

Gate slacks:
INPUT-P1_MEMORYFETCH_REG_SCAN_IN: 3184.00319 ps
INPUT-DATAI_31_: 2993.04137 ps
INPUT-DATAI_30_: 2993.04137 ps
INPUT-DATAI_29_: 2993.04137 ps
INPUT-DATAI_28_: 2993.04137 ps
INPUT-DATAI_27_: 2993.04137 ps
INPUT-DATAI_26_: 2993.04137 ps
INPUT-DATAI_25_: 2993.04137 ps
INPUT-DATAI_24_: 2993.04137 ps
INPUT-DATAI_23_: 2992.89042 ps
INPUT-DATAI_22_: 2992.89042 ps
INPUT-DATAI_21_: 2992.89042 ps
INPUT-DATAI_20_: 2992.89042 ps
INPUT-DATAI_19_: 2992.89042 ps
INPUT-DATAI_18_: 2992.89042 ps
INPUT-DATAI_17_: 2992.89042 ps
INPUT-DATAI_16_: 2992.89042 ps
INPUT-DATAI_15_: 3117.40648 ps
INPUT-DATAI_14_: 3106.41926 ps
INPUT-DATAI_13_: 3106.41926 ps
INPUT-DATAI_12_: 3106.41926 ps
INPUT-DATAI_11_: 3106.41926 ps
INPUT-DATAI_10_: 3106.41926 ps
INPUT-DATAI_9_: 3106.41926 ps
INPUT-DATAI_8_: 3106.41926 ps
INPUT-DATAI_7_: 3019.07953 ps
INPUT-DATAI_6_: 3019.07953 ps
INPUT-DATAI_5_: 3019.07953 ps
INPUT-DATAI_4_: 3019.07953 ps
INPUT-DATAI_3_: 3019.07953 ps
INPUT-DATAI_2_: 3019.07953 ps
INPUT-DATAI_1_: 3019.07953 ps
INPUT-DATAI_0_: 3019.07953 ps
INPUT-HOLD: 3070.05798 ps
INPUT-NA: 3129.11623 ps
INPUT-BS16: 3153.18541 ps
INPUT-READY1: 2445.33534 ps
INPUT-READY2: 2459.02827 ps
INPUT-P1_READREQUEST_REG_SCAN_IN: 3181.83008 ps
INPUT-P1_ADS_N_REG_SCAN_IN: 2742.91079 ps
INPUT-P1_CODEFETCH_REG_SCAN_IN: 3165.95284 ps
INPUT-P1_M_IO_N_REG_SCAN_IN: 2838.74176 ps
INPUT-P1_D_C_N_REG_SCAN_IN: 2742.91079 ps
INPUT-P1_REQUESTPENDING_REG_SCAN_IN: 3078.95896 ps
INPUT-P1_STATEBS16_REG_SCAN_IN: 801.82325 ps
INPUT-P1_MORE_REG_SCAN_IN: 2940.72010 ps
INPUT-P1_FLUSH_REG_SCAN_IN: 2790.10764 ps
INPUT-P1_W_R_N_REG_SCAN_IN: 2838.74176 ps
INPUT-P1_BYTEENABLE_REG_0__SCAN_IN: 3192.75784 ps
INPUT-P1_BYTEENABLE_REG_1__SCAN_IN: 3179.05140 ps
INPUT-P1_BYTEENABLE_REG_2__SCAN_IN: 3192.75784 ps
INPUT-P1_BYTEENABLE_REG_3__SCAN_IN: 3179.05140 ps
INPUT-P1_REIP_REG_31__SCAN_IN: 3085.45624 ps
INPUT-P1_REIP_REG_30__SCAN_IN: 3065.09449 ps
INPUT-P1_REIP_REG_29__SCAN_IN: 3027.94529 ps
INPUT-P1_REIP_REG_28__SCAN_IN: 2990.79610 ps
INPUT-P1_REIP_REG_27__SCAN_IN: 2953.64690 ps
INPUT-P1_REIP_REG_26__SCAN_IN: 2916.49771 ps
INPUT-P1_REIP_REG_25__SCAN_IN: 2879.34851 ps
INPUT-P1_REIP_REG_24__SCAN_IN: 2842.19932 ps
INPUT-P1_REIP_REG_23__SCAN_IN: 2805.05013 ps
INPUT-P1_REIP_REG_22__SCAN_IN: 2767.90093 ps
INPUT-P1_REIP_REG_21__SCAN_IN: 2730.75174 ps
INPUT-P1_REIP_REG_20__SCAN_IN: 2693.60254 ps
INPUT-P1_REIP_REG_19__SCAN_IN: 2656.45335 ps
INPUT-P1_REIP_REG_18__SCAN_IN: 2619.30416 ps
INPUT-P1_REIP_REG_17__SCAN_IN: 2582.15496 ps
INPUT-P1_REIP_REG_16__SCAN_IN: 2545.00577 ps
INPUT-P1_REIP_REG_15__SCAN_IN: 2507.85657 ps
INPUT-P1_REIP_REG_14__SCAN_IN: 2470.70738 ps
INPUT-P1_REIP_REG_13__SCAN_IN: 2433.55818 ps
INPUT-P1_REIP_REG_12__SCAN_IN: 2396.40899 ps
INPUT-P1_REIP_REG_11__SCAN_IN: 2359.25980 ps
INPUT-P1_REIP_REG_10__SCAN_IN: 2322.11060 ps
INPUT-P1_REIP_REG_9__SCAN_IN: 2284.96141 ps
INPUT-P1_REIP_REG_8__SCAN_IN: 2247.81221 ps
INPUT-P1_REIP_REG_7__SCAN_IN: 2210.66302 ps
INPUT-P1_REIP_REG_6__SCAN_IN: 2173.51383 ps
INPUT-P1_REIP_REG_5__SCAN_IN: 2136.36463 ps
INPUT-P1_REIP_REG_4__SCAN_IN: 2099.21545 ps
INPUT-P1_REIP_REG_3__SCAN_IN: 2062.06822 ps
INPUT-P1_REIP_REG_2__SCAN_IN: 2025.16030 ps
INPUT-P1_REIP_REG_1__SCAN_IN: 2025.16030 ps
INPUT-P1_REIP_REG_0__SCAN_IN: 3071.54652 ps
INPUT-P1_EBX_REG_31__SCAN_IN: 2863.22803 ps
INPUT-P1_EBX_REG_30__SCAN_IN: 2963.75906 ps
INPUT-P1_EBX_REG_29__SCAN_IN: 2958.97868 ps
INPUT-P1_EBX_REG_28__SCAN_IN: 2947.63524 ps
INPUT-P1_EBX_REG_27__SCAN_IN: 2910.48605 ps
INPUT-P1_EBX_REG_26__SCAN_IN: 2873.33685 ps
INPUT-P1_EBX_REG_25__SCAN_IN: 2836.18766 ps
INPUT-P1_EBX_REG_24__SCAN_IN: 2799.03846 ps
INPUT-P1_EBX_REG_23__SCAN_IN: 2761.88927 ps
INPUT-P1_EBX_REG_22__SCAN_IN: 2724.74008 ps
INPUT-P1_EBX_REG_21__SCAN_IN: 2687.59088 ps
INPUT-P1_EBX_REG_20__SCAN_IN: 2650.44169 ps
INPUT-P1_EBX_REG_19__SCAN_IN: 2613.29248 ps
INPUT-P1_EBX_REG_18__SCAN_IN: 2576.14219 ps
INPUT-P1_EBX_REG_17__SCAN_IN: 2512.24876 ps
INPUT-P1_EBX_REG_16__SCAN_IN: 2507.46838 ps
INPUT-P1_EBX_REG_15__SCAN_IN: 2469.38653 ps
INPUT-P1_EBX_REG_14__SCAN_IN: 2464.60615 ps
INPUT-P1_EBX_REG_13__SCAN_IN: 2426.52430 ps
INPUT-P1_EBX_REG_12__SCAN_IN: 2421.74392 ps
INPUT-P1_EBX_REG_11__SCAN_IN: 2383.66207 ps
INPUT-P1_EBX_REG_10__SCAN_IN: 2378.88169 ps
INPUT-P1_EBX_REG_9__SCAN_IN: 2340.79985 ps
INPUT-P1_EBX_REG_8__SCAN_IN: 2336.01946 ps
INPUT-P1_EBX_REG_7__SCAN_IN: 2297.93761 ps
INPUT-P1_EBX_REG_6__SCAN_IN: 2293.15723 ps
INPUT-P1_EBX_REG_5__SCAN_IN: 2255.07396 ps
INPUT-P1_EBX_REG_4__SCAN_IN: 2250.29358 ps
INPUT-P1_EBX_REG_3__SCAN_IN: 2211.85302 ps
INPUT-P1_EBX_REG_2__SCAN_IN: 2207.07263 ps
INPUT-P1_EBX_REG_1__SCAN_IN: 2150.79240 ps
INPUT-P1_EBX_REG_0__SCAN_IN: 2153.91901 ps
INPUT-P1_EAX_REG_31__SCAN_IN: 2877.38077 ps
INPUT-P1_EAX_REG_30__SCAN_IN: 2806.27073 ps
INPUT-P1_EAX_REG_29__SCAN_IN: 2863.79214 ps
INPUT-P1_EAX_REG_28__SCAN_IN: 2827.94507 ps
INPUT-P1_EAX_REG_27__SCAN_IN: 2752.87412 ps
INPUT-P1_EAX_REG_26__SCAN_IN: 2719.79153 ps
INPUT-P1_EAX_REG_25__SCAN_IN: 2684.27777 ps
INPUT-P1_EAX_REG_24__SCAN_IN: 2651.12771 ps
INPUT-P1_EAX_REG_23__SCAN_IN: 2637.76736 ps
INPUT-P1_EAX_REG_22__SCAN_IN: 2689.14639 ps
INPUT-P1_EAX_REG_21__SCAN_IN: 2656.06409 ps
INPUT-P1_EAX_REG_20__SCAN_IN: 2622.91450 ps
INPUT-P1_EAX_REG_19__SCAN_IN: 2609.95959 ps
INPUT-P1_EAX_REG_18__SCAN_IN: 2633.42494 ps
INPUT-P1_EAX_REG_17__SCAN_IN: 2600.26880 ps
INPUT-P1_EAX_REG_16__SCAN_IN: 2584.61582 ps
INPUT-P1_EAX_REG_15__SCAN_IN: 2515.45528 ps
INPUT-P1_EAX_REG_14__SCAN_IN: 2528.75934 ps
INPUT-P1_EAX_REG_13__SCAN_IN: 2532.47136 ps
INPUT-P1_EAX_REG_12__SCAN_IN: 2529.15698 ps
INPUT-P1_EAX_REG_11__SCAN_IN: 2507.23462 ps
INPUT-P1_EAX_REG_10__SCAN_IN: 2529.21332 ps
INPUT-P1_EAX_REG_9__SCAN_IN: 2537.55018 ps
INPUT-P1_EAX_REG_8__SCAN_IN: 2540.21091 ps
INPUT-P1_EAX_REG_7__SCAN_IN: 2465.70945 ps
INPUT-P1_EAX_REG_6__SCAN_IN: 2461.46801 ps
INPUT-P1_EAX_REG_5__SCAN_IN: 2425.82381 ps
INPUT-P1_EAX_REG_4__SCAN_IN: 2392.62772 ps
INPUT-P1_EAX_REG_3__SCAN_IN: 2353.88089 ps
INPUT-P1_EAX_REG_2__SCAN_IN: 2340.27982 ps
INPUT-P1_EAX_REG_1__SCAN_IN: 2310.42927 ps
INPUT-P1_EAX_REG_0__SCAN_IN: 2310.90727 ps
INPUT-P1_DATAO_REG_31__SCAN_IN: 2730.64698 ps
INPUT-P1_DATAO_REG_30__SCAN_IN: 2741.57474 ps
INPUT-P1_DATAO_REG_29__SCAN_IN: 3163.94250 ps
INPUT-P1_DATAO_REG_28__SCAN_IN: 3163.94250 ps
INPUT-P1_DATAO_REG_27__SCAN_IN: 3163.94250 ps
INPUT-P1_DATAO_REG_26__SCAN_IN: 3163.94250 ps
INPUT-P1_DATAO_REG_25__SCAN_IN: 3163.94250 ps
INPUT-P1_DATAO_REG_24__SCAN_IN: 3163.94250 ps
INPUT-P1_DATAO_REG_23__SCAN_IN: 3163.94250 ps
INPUT-P1_DATAO_REG_22__SCAN_IN: 3163.94250 ps
INPUT-P1_DATAO_REG_21__SCAN_IN: 3163.94250 ps
INPUT-P1_DATAO_REG_20__SCAN_IN: 3163.94250 ps
INPUT-P1_DATAO_REG_19__SCAN_IN: 3163.94250 ps
INPUT-P1_DATAO_REG_18__SCAN_IN: 3163.94250 ps
INPUT-P1_DATAO_REG_17__SCAN_IN: 3163.94250 ps
INPUT-P1_DATAO_REG_16__SCAN_IN: 3163.94250 ps
INPUT-P1_DATAO_REG_15__SCAN_IN: 3169.79928 ps
INPUT-P1_DATAO_REG_14__SCAN_IN: 3169.79928 ps
INPUT-P1_DATAO_REG_13__SCAN_IN: 3169.79928 ps
INPUT-P1_DATAO_REG_12__SCAN_IN: 3169.79928 ps
INPUT-P1_DATAO_REG_11__SCAN_IN: 3169.79928 ps
INPUT-P1_DATAO_REG_10__SCAN_IN: 3169.79928 ps
INPUT-P1_DATAO_REG_9__SCAN_IN: 3169.79928 ps
INPUT-P1_DATAO_REG_8__SCAN_IN: 3169.79928 ps
INPUT-P1_DATAO_REG_7__SCAN_IN: 3169.79928 ps
INPUT-P1_DATAO_REG_6__SCAN_IN: 3169.79928 ps
INPUT-P1_DATAO_REG_5__SCAN_IN: 3169.79928 ps
INPUT-P1_DATAO_REG_4__SCAN_IN: 3169.79928 ps
INPUT-P1_DATAO_REG_3__SCAN_IN: 3169.79928 ps
INPUT-P1_DATAO_REG_2__SCAN_IN: 3169.79928 ps
INPUT-P1_DATAO_REG_1__SCAN_IN: 3169.79928 ps
INPUT-P1_DATAO_REG_0__SCAN_IN: 3169.79928 ps
INPUT-P1_UWORD_REG_0__SCAN_IN: 3164.00265 ps
INPUT-P1_UWORD_REG_1__SCAN_IN: 3164.00265 ps
INPUT-P1_UWORD_REG_2__SCAN_IN: 3164.00265 ps
INPUT-P1_UWORD_REG_3__SCAN_IN: 3164.00265 ps
INPUT-P1_UWORD_REG_4__SCAN_IN: 3164.00265 ps
INPUT-P1_UWORD_REG_5__SCAN_IN: 3164.00265 ps
INPUT-P1_UWORD_REG_6__SCAN_IN: 3164.00265 ps
INPUT-P1_UWORD_REG_7__SCAN_IN: 3164.00265 ps
INPUT-P1_UWORD_REG_8__SCAN_IN: 3164.00265 ps
INPUT-P1_UWORD_REG_9__SCAN_IN: 3164.00265 ps
INPUT-P1_UWORD_REG_10__SCAN_IN: 3164.00265 ps
INPUT-P1_UWORD_REG_11__SCAN_IN: 3164.00265 ps
INPUT-P1_UWORD_REG_12__SCAN_IN: 3164.00265 ps
INPUT-P1_UWORD_REG_13__SCAN_IN: 3164.00265 ps
INPUT-P1_UWORD_REG_14__SCAN_IN: 3164.00265 ps
INPUT-P1_LWORD_REG_0__SCAN_IN: 3170.60487 ps
INPUT-P1_LWORD_REG_1__SCAN_IN: 3170.60487 ps
