Circuit delay: 536.65990 ps

Gate slacks:
INPUT-O_REG_0__SCAN_IN: 550.27359 ps
INPUT-START: 423.24312 ps
INPUT-I_7_: 550.22210 ps
INPUT-I_6_: 550.22210 ps
INPUT-I_5_: 550.22210 ps
INPUT-I_4_: 550.22210 ps
INPUT-I_3_: 550.22210 ps
INPUT-I_2_: 550.22210 ps
INPUT-I_1_: 550.22210 ps
INPUT-I_0_: 550.22210 ps
INPUT-STATO_REG_1__SCAN_IN: 309.18845 ps
INPUT-STATO_REG_0__SCAN_IN: 298.19928 ps
INPUT-MAR_REG_2__SCAN_IN: 81.62197 ps
INPUT-MAR_REG_1__SCAN_IN: 59.91938 ps
INPUT-MAR_REG_0__SCAN_IN: 53.66599 ps
INPUT-IN_R_REG_7__SCAN_IN: 241.87300 ps
INPUT-IN_R_REG_6__SCAN_IN: 378.32057 ps
INPUT-IN_R_REG_5__SCAN_IN: 249.21536 ps
INPUT-IN_R_REG_4__SCAN_IN: 367.44692 ps
INPUT-IN_R_REG_3__SCAN_IN: 299.81517 ps
INPUT-IN_R_REG_2__SCAN_IN: 378.32057 ps
INPUT-IN_R_REG_1__SCAN_IN: 296.85578 ps
INPUT-IN_R_REG_0__SCAN_IN: 298.14423 ps
INPUT-OUT_R_REG_3__SCAN_IN: 538.27172 ps
INPUT-OUT_R_REG_2__SCAN_IN: 551.76081 ps
INPUT-OUT_R_REG_1__SCAN_IN: 538.27172 ps
INPUT-OUT_R_REG_0__SCAN_IN: 551.76081 ps
INPUT-O_REG_3__SCAN_IN: 550.27359 ps
INPUT-O_REG_2__SCAN_IN: 550.27359 ps
INPUT-O_REG_1__SCAN_IN: 550.27359 ps
OUTPUT-O_REG_0__SCAN_IN: 590.32589 ps
NOT-U196: 423.24312 ps
NOT-U190: 371.95819 ps
AND-U177: 499.33964 ps
NOT-U191: 298.19928 ps
NOT-U194: 81.62197 ps
NOT-U192: 59.91938 ps
AND-U178: 74.37188 ps
NOT-U193: 53.66599 ps
OR-U247: 154.83198 ps
NOT-U222: 241.87300 ps
NOT-U224: 378.32057 ps
NOT-U225: 249.21536 ps
NOT-U226: 367.44692 ps
NOT-U227: 299.81517 ps
NOT-U228: 378.32057 ps
NOT-U229: 296.85578 ps
NOT-U230: 298.14423 ps
OUTPUT-O_REG_3__SCAN_IN: 590.32589 ps
OUTPUT-O_REG_2__SCAN_IN: 590.32589 ps
OUTPUT-O_REG_1__SCAN_IN: 590.32589 ps
NAND-U223: 371.95819 ps
NAND-U204: 298.19928 ps
NAND-U248: 60.31479 ps
NAND-U249: 127.71986 ps
NAND-U284: 499.33964 ps
NAND-U195: 74.37188 ps
NAND-U198: 83.49324 ps
NAND-U245: 491.03131 ps
NAND-U250: 53.66599 ps
NAND-U251: 69.10757 ps
NAND-U254: 130.08268 ps
NAND-U285: 510.16118 ps
NOT-U234: 407.52782 ps
NAND-U287: 461.50696 ps
NAND-U289: 461.50696 ps
NAND-U291: 461.50696 ps
NAND-U293: 461.50696 ps
NAND-U295: 461.50696 ps
NAND-U297: 461.50696 ps
NAND-U299: 461.50696 ps
NAND-U301: 461.50696 ps
NOT-U233: 298.19928 ps
NOT-U235: 357.20707 ps
NOT-U241: 463.03436 ps
AND-U181: 53.66599 ps
NAND-U278: 401.71853 ps
AND-U179: 69.10757 ps
NAND-U202: 136.87808 ps
NAND-U288: 407.52782 ps
NAND-U290: 407.52782 ps
NAND-U292: 407.52782 ps
NAND-U294: 407.52782 ps
NAND-U296: 407.52782 ps
NAND-U298: 407.52782 ps
NAND-U300: 407.52782 ps
NAND-U302: 407.52782 ps
NAND-U205: 357.20707 ps
NAND-U238: 405.17008 ps
NAND-U244: 463.03436 ps
NAND-U200: 53.66599 ps
AND-U182: 108.41741 ps
NAND-U199: 69.10757 ps
NAND-U270: 197.10154 ps
NOT-U255: 136.87808 ps
NAND-U208: 407.52782 ps
NAND-U209: 407.52782 ps
NAND-U210: 407.52782 ps
NAND-U211: 407.52782 ps
NAND-U212: 407.52782 ps
NAND-U213: 407.52782 ps
NAND-U214: 407.52782 ps
NAND-U215: 407.52782 ps
NOT-U236: 357.20707 ps
NAND-U237: 442.40471 ps
NAND-U197: 405.17008 ps
NOT-U253: 53.66599 ps
NAND-U315: 250.25929 ps
NAND-U260: 214.05120 ps
NAND-U268: 144.74851 ps
NOT-U252: 69.10757 ps
OUTPUT-U208: 407.52782 ps
OUTPUT-U209: 407.52782 ps
OUTPUT-U210: 407.52782 ps
OUTPUT-U211: 407.52782 ps
OUTPUT-U212: 407.52782 ps
OUTPUT-U213: 407.52782 ps
OUTPUT-U214: 407.52782 ps
OUTPUT-U215: 407.52782 ps
NAND-U231: 357.20707 ps
NAND-U189: 442.40471 ps
NOT-U239: 405.17008 ps
NAND-U240: 436.13097 ps
NAND-U286: 436.13097 ps
NAND-U201: 95.96957 ps
