Circuit delay: 320.17123 ps

Gate slacks:
INPUT-D_IN_REG_0__SCAN_IN: 100.62066 ps
INPUT-X: 314.70182 ps
INPUT-D_OUT_REG_7__SCAN_IN: 298.35424 ps
INPUT-D_OUT_REG_6__SCAN_IN: 297.88032 ps
INPUT-D_OUT_REG_5__SCAN_IN: 297.88032 ps
INPUT-D_OUT_REG_4__SCAN_IN: 297.88032 ps
INPUT-D_OUT_REG_3__SCAN_IN: 297.88032 ps
INPUT-D_OUT_REG_2__SCAN_IN: 297.88032 ps
INPUT-D_OUT_REG_1__SCAN_IN: 297.88032 ps
INPUT-D_OUT_REG_0__SCAN_IN: 292.74107 ps
INPUT-OLD_REG_7__SCAN_IN: 32.01712 ps
INPUT-OLD_REG_6__SCAN_IN: 32.01712 ps
INPUT-OLD_REG_5__SCAN_IN: 32.01712 ps
INPUT-OLD_REG_4__SCAN_IN: 32.01712 ps
INPUT-OLD_REG_3__SCAN_IN: 32.01712 ps
INPUT-OLD_REG_2__SCAN_IN: 32.01712 ps
INPUT-OLD_REG_1__SCAN_IN: 32.01712 ps
INPUT-OLD_REG_0__SCAN_IN: 32.01712 ps
INPUT-Y_REG_SCAN_IN: 279.37656 ps
INPUT-STATO_REG_1__SCAN_IN: 161.73168 ps
INPUT-STATO_REG_0__SCAN_IN: 100.62066 ps
INPUT-D_IN_REG_8__SCAN_IN: 32.01712 ps
INPUT-D_IN_REG_7__SCAN_IN: 32.01712 ps
INPUT-D_IN_REG_6__SCAN_IN: 32.01712 ps
INPUT-D_IN_REG_5__SCAN_IN: 32.01712 ps
INPUT-D_IN_REG_4__SCAN_IN: 32.01712 ps
INPUT-D_IN_REG_3__SCAN_IN: 32.01712 ps
INPUT-D_IN_REG_2__SCAN_IN: 32.01712 ps
INPUT-D_IN_REG_1__SCAN_IN: 32.01712 ps
NOT-U120: 193.90448 ps
NOT-U134: 32.01712 ps
NOT-U136: 32.01712 ps
NOT-U132: 32.01712 ps
NOT-U130: 32.01712 ps
NOT-U128: 32.01712 ps
NOT-U126: 32.01712 ps
NOT-U124: 32.01712 ps
NOT-U122: 32.01712 ps
OUTPUT-Y_REG_SCAN_IN: 352.18835 ps
OR-U196: 279.37656 ps
NOT-U137: 161.73168 ps
AND-U87: 189.40154 ps
NOT-U119: 181.41048 ps
