Circuit delay: 1012.26708 ps

Gate slacks:
INPUT-1: 148.38218 ps
INPUT-4: 107.08905 ps
INPUT-7: 125.56854 ps
INPUT-10: 212.07950 ps
INPUT-13: 163.18081 ps
INPUT-16: 118.60494 ps
INPUT-19: 137.08443 ps
INPUT-22: 215.35361 ps
INPUT-25: 233.84197 ps
INPUT-28: 145.80867 ps
INPUT-31: 179.04942 ps
INPUT-34: 134.46746 ps
INPUT-37: 152.94695 ps
INPUT-40: 217.03412 ps
INPUT-43: 101.22671 ps
INPUT-46: 122.99503 ps
INPUT-49: 293.09945 ps
INPUT-53: 227.24063 ps
INPUT-56: 361.82585 ps
INPUT-60: 314.71529 ps
INPUT-63: 288.10709 ps
INPUT-66: 308.80260 ps
INPUT-69: 292.25263 ps
INPUT-72: 214.95009 ps
INPUT-76: 453.77245 ps
INPUT-79: 465.20999 ps
INPUT-82: 463.07070 ps
INPUT-85: 463.07070 ps
INPUT-88: 522.06433 ps
INPUT-91: 522.06433 ps
INPUT-94: 413.13371 ps
INPUT-99: 516.27227 ps
INPUT-104: 200.92514 ps
NOT-190: 148.38218 ps
BUFF-343: 1035.14967 ps
NOT-194: 107.08905 ps
BUFF-346: 1035.14135 ps
NOT-197: 125.56854 ps
BUFF-349: 1035.14135 ps
NOT-201: 212.07950 ps
BUFF-352: 1035.21922 ps
NOT-206: 163.18081 ps
BUFF-355: 1035.04706 ps
NOT-209: 118.60494 ps
BUFF-358: 1035.04706 ps
NOT-212: 137.08443 ps
BUFF-361: 1035.04706 ps
NOT-216: 215.35361 ps
BUFF-364: 1035.04706 ps
NOT-220: 233.84197 ps
BUFF-367: 1035.04706 ps
NOT-225: 145.80867 ps
BUFF-370: 1035.10594 ps
NOT-229: 179.04942 ps
BUFF-373: 1035.15310 ps
NOT-232: 134.46746 ps
BUFF-376: 1035.15310 ps
NOT-235: 152.94695 ps
BUFF-379: 1035.15310 ps
NOT-239: 217.03412 ps
BUFF-382: 1035.15310 ps
NOT-243: 101.22671 ps
BUFF-385: 1035.10594 ps
NOT-247: 122.99503 ps
BUFF-388: 1035.10594 ps
BUFF-257: 292.25263 ps
BUFF-260: 420.10039 ps
NOT-253: 214.95009 ps
NOT-256: 419.65771 ps
NOT-263: 453.77245 ps
NOT-266: 465.20999 ps
NOT-269: 463.07070 ps
NOT-272: 463.07070 ps
NAND-251: 1016.86324 ps
NOT-277: 522.06433 ps
NAND-252: 1016.86324 ps
NOT-280: 522.06433 ps
BUFF-283: 898.69273 ps
NOT-290: 413.13371 ps
BUFF-297: 511.68032 ps
NOT-300: 413.84343 ps
BUFF-303: 516.27227 ps
NOT-306: 1022.77831 ps
NOT-313: 992.13605 ps
NOT-275: 973.99148 ps
NOT-276: 973.99148 ps
BUFF-316: 1006.06094 ps
NOT-319: 200.92514 ps
BUFF-326: 496.91871 ps
BUFF-331: 1012.69716 ps
NOT-338: 518.85984 ps
BUFF-556: 148.38218 ps
BUFF-628: 948.55156 ps
BUFF-631: 324.69232 ps
NOT-534: 1035.14967 ps
BUFF-559: 107.08905 ps
BUFF-634: 333.54490 ps
NOT-535: 1035.14135 ps
BUFF-640: 285.67180 ps
BUFF-688: 156.54067 ps
BUFF-691: 125.56854 ps
NOT-536: 1035.14135 ps
BUFF-616: 212.07950 ps
BUFF-649: 280.12292 ps
BUFF-712: 276.59752 ps
BUFF-715: 842.99335 ps
NOT-537: 1035.21922 ps
BUFF-562: 163.18081 ps
BUFF-718: 288.97284 ps
NOT-538: 1035.04706 ps
BUFF-565: 118.60494 ps
BUFF-736: 244.37747 ps
NOT-539: 1035.04706 ps
BUFF-694: 137.08443 ps
BUFF-697: 201.04442 ps
BUFF-748: 238.81468 ps
NOT-540: 1035.04706 ps
BUFF-619: 215.35361 ps
BUFF-721: 285.69488 ps
BUFF-739: 241.09952 ps
NOT-541: 1035.04706 ps
BUFF-577: 233.84197 ps
BUFF-622: 832.38218 ps
BUFF-730: 237.21099 ps
BUFF-733: 235.52855 ps
NOT-542: 1035.04706 ps
BUFF-568: 145.80867 ps
BUFF-742: 241.09952 ps
BUFF-751: 238.81468 ps
NOT-543: 1035.10594 ps
BUFF-580: 179.04942 ps
BUFF-637: 288.94805 ps
NOT-544: 1035.15310 ps
BUFF-583: 134.46746 ps
BUFF-646: 288.94953 ps
NOT-545: 1035.15310 ps
BUFF-652: 327.69689 ps
BUFF-706: 757.15776 ps
BUFF-709: 152.94695 ps
NOT-546: 1035.15310 ps
BUFF-589: 258.10309 ps
BUFF-598: 217.03412 ps
BUFF-625: 835.65629 ps
NOT-547: 1035.15310 ps
BUFF-571: 101.22671 ps
