Circuit delay: 661.26482 ps

Gate slacks:
INPUT-1: 66.12648 ps
INPUT-8: 66.12648 ps
INPUT-15: 66.12648 ps
INPUT-22: 66.12648 ps
INPUT-29: 66.12648 ps
INPUT-36: 66.12648 ps
INPUT-43: 66.12648 ps
INPUT-50: 66.12648 ps
INPUT-57: 66.12648 ps
INPUT-64: 66.12648 ps
INPUT-71: 66.12648 ps
INPUT-78: 66.12648 ps
INPUT-85: 66.12648 ps
INPUT-92: 66.12648 ps
INPUT-99: 66.12648 ps
INPUT-106: 66.12648 ps
INPUT-113: 66.12648 ps
INPUT-120: 66.12648 ps
INPUT-127: 66.12648 ps
INPUT-134: 66.12648 ps
INPUT-141: 66.12648 ps
INPUT-148: 66.12648 ps
INPUT-155: 66.12648 ps
INPUT-162: 66.12648 ps
INPUT-169: 66.12648 ps
INPUT-176: 66.12648 ps
INPUT-183: 66.12648 ps
INPUT-190: 66.12648 ps
INPUT-197: 66.12648 ps
INPUT-204: 66.12648 ps
INPUT-211: 66.12648 ps
INPUT-218: 66.12648 ps
INPUT-225: 200.05302 ps
INPUT-226: 200.05302 ps
INPUT-227: 200.05302 ps
INPUT-228: 200.05302 ps
INPUT-229: 200.05302 ps
INPUT-230: 200.05302 ps
INPUT-231: 200.05302 ps
INPUT-232: 200.05302 ps
INPUT-233: 200.05302 ps
NAND-266: 66.12648 ps
NAND-269: 66.12648 ps
NAND-314: 183.80858 ps
NAND-272: 66.12648 ps
NAND-320: 183.80858 ps
NAND-326: 183.80858 ps
NAND-275: 66.12648 ps
NAND-332: 183.80858 ps
NAND-278: 66.12648 ps
NAND-281: 66.12648 ps
NAND-317: 183.80858 ps
NAND-284: 66.12648 ps
NAND-323: 183.80858 ps
NAND-329: 183.80858 ps
NAND-287: 66.12648 ps
NAND-335: 183.80858 ps
NAND-290: 66.12648 ps
NAND-293: 66.12648 ps
NAND-338: 183.80858 ps
NAND-296: 66.12648 ps
NAND-344: 183.80858 ps
NAND-350: 183.80858 ps
NAND-299: 66.12648 ps
NAND-356: 183.80858 ps
NAND-302: 66.12648 ps
NAND-305: 66.12648 ps
NAND-341: 183.80858 ps
NAND-308: 66.12648 ps
NAND-347: 183.80858 ps
NAND-353: 183.80858 ps
NAND-311: 66.12648 ps
NAND-359: 183.80858 ps
AND-242: 200.05302 ps
AND-245: 200.05302 ps
AND-248: 200.05302 ps
AND-251: 200.05302 ps
AND-254: 200.05302 ps
AND-257: 200.05302 ps
AND-260: 200.05302 ps
AND-263: 200.05302 ps
NAND-362: 66.12648 ps
NAND-363: 66.12648 ps
NAND-364: 66.12648 ps
NAND-365: 66.12648 ps
NAND-394: 183.80858 ps
NAND-395: 183.80858 ps
NAND-366: 66.12648 ps
NAND-367: 66.12648 ps
NAND-398: 183.80858 ps
NAND-399: 183.80858 ps
NAND-402: 183.80858 ps
NAND-403: 183.80858 ps
NAND-368: 66.12648 ps
NAND-369: 66.12648 ps
NAND-406: 183.80858 ps
NAND-407: 183.80858 ps
NAND-370: 66.12648 ps
NAND-371: 66.12648 ps
NAND-372: 66.12648 ps
NAND-373: 66.12648 ps
NAND-396: 183.80858 ps
NAND-397: 183.80858 ps
NAND-374: 66.12648 ps
NAND-375: 66.12648 ps
NAND-400: 183.80858 ps
NAND-401: 183.80858 ps
NAND-404: 183.80858 ps
NAND-405: 183.80858 ps
NAND-376: 66.12648 ps
NAND-377: 66.12648 ps
NAND-408: 183.80858 ps
NAND-409: 183.80858 ps
NAND-378: 66.12648 ps
NAND-379: 66.12648 ps
NAND-380: 66.12648 ps
NAND-381: 66.12648 ps
NAND-410: 183.80858 ps
NAND-411: 183.80858 ps
NAND-382: 66.12648 ps
NAND-383: 66.12648 ps
NAND-414: 183.80858 ps
NAND-415: 183.80858 ps
NAND-418: 183.80858 ps
NAND-419: 183.80858 ps
