Circuit delay: 1668.58360 ps

Gate slacks:
INPUT-STATO_REG_2__SCAN_IN: 1716.83691 ps
INPUT-START: 1696.18345 ps
INPUT-STATO_REG_1__SCAN_IN: 1613.18003 ps
INPUT-STATO_REG_0__SCAN_IN: 1634.06049 ps
INPUT-FLAG_REG_SCAN_IN: 1690.89640 ps
INPUT-RES_DISP_REG_SCAN_IN: 1663.28916 ps
INPUT-EN_DISP_REG_SCAN_IN: 1640.36744 ps
INPUT-MAX_REG_0__SCAN_IN: 166.85836 ps
INPUT-MAX_REG_1__SCAN_IN: 166.85836 ps
INPUT-MAX_REG_2__SCAN_IN: 166.85836 ps
INPUT-MAX_REG_3__SCAN_IN: 215.16960 ps
INPUT-MAX_REG_4__SCAN_IN: 249.77194 ps
INPUT-MAX_REG_5__SCAN_IN: 1503.90707 ps
INPUT-MAX_REG_6__SCAN_IN: 1539.28222 ps
INPUT-MAX_REG_7__SCAN_IN: 1561.79892 ps
INPUT-MAX_REG_8__SCAN_IN: 270.46031 ps
INPUT-TEMP_REG_0__SCAN_IN: 1195.46249 ps
INPUT-TEMP_REG_1__SCAN_IN: 1242.57751 ps
INPUT-TEMP_REG_2__SCAN_IN: 1276.07423 ps
INPUT-TEMP_REG_3__SCAN_IN: 1320.69924 ps
INPUT-TEMP_REG_4__SCAN_IN: 1359.47520 ps
INPUT-TEMP_REG_5__SCAN_IN: 1399.96363 ps
INPUT-TEMP_REG_6__SCAN_IN: 1426.49184 ps
INPUT-TEMP_REG_7__SCAN_IN: 1470.72926 ps
INPUT-TEMP_REG_8__SCAN_IN: 1479.72623 ps
INPUT-MAR_REG_0__SCAN_IN: 874.54915 ps
INPUT-MAR_REG_1__SCAN_IN: 853.28861 ps
INPUT-MAR_REG_2__SCAN_IN: 896.25853 ps
INPUT-MAR_REG_3__SCAN_IN: 853.28861 ps
INPUT-MAR_REG_4__SCAN_IN: 874.54915 ps
INPUT-NUM_REG_0__SCAN_IN: 1432.52821 ps
INPUT-NUM_REG_1__SCAN_IN: 1190.89972 ps
