Circuit delay: 1941.42884 ps

Gate slacks:
INPUT-WR_REG_SCAN_IN: 2135.57172 ps
INPUT-DATAI_31_: 1342.38822 ps
INPUT-DATAI_30_: 1333.55639 ps
INPUT-DATAI_29_: 1210.62049 ps
INPUT-DATAI_28_: 1286.05391 ps
INPUT-DATAI_27_: 1150.93005 ps
INPUT-DATAI_26_: 1278.91998 ps
INPUT-DATAI_25_: 1253.00847 ps
INPUT-DATAI_24_: 1268.85978 ps
INPUT-DATAI_23_: 1211.84465 ps
INPUT-DATAI_22_: 1260.35801 ps
INPUT-DATAI_21_: 1151.27960 ps
INPUT-DATAI_20_: 1166.63984 ps
INPUT-DATAI_19_: 1153.77473 ps
INPUT-DATAI_18_: 1177.77027 ps
INPUT-DATAI_17_: 1182.19212 ps
INPUT-DATAI_16_: 1170.14647 ps
INPUT-DATAI_15_: 1237.42084 ps
INPUT-DATAI_14_: 1221.48467 ps
INPUT-DATAI_13_: 1128.34040 ps
INPUT-DATAI_12_: 1136.92707 ps
INPUT-DATAI_11_: 1133.53433 ps
INPUT-DATAI_10_: 1096.59816 ps
INPUT-DATAI_9_: 1090.23918 ps
INPUT-DATAI_8_: 1049.23437 ps
INPUT-DATAI_7_: 1033.22942 ps
INPUT-DATAI_6_: 963.18923 ps
INPUT-DATAI_5_: 994.87113 ps
INPUT-DATAI_4_: 943.54351 ps
INPUT-DATAI_3_: 902.62442 ps
INPUT-DATAI_2_: 914.81674 ps
INPUT-DATAI_1_: 969.80513 ps
INPUT-DATAI_0_: 946.47207 ps
INPUT-RD_REG_SCAN_IN: 2135.57172 ps
INPUT-STATE_REG_SCAN_IN: 1418.08053 ps
INPUT-REG3_REG_7__SCAN_IN: 263.87595 ps
INPUT-REG3_REG_27__SCAN_IN: 883.97040 ps
INPUT-REG3_REG_14__SCAN_IN: 437.04425 ps
INPUT-REG3_REG_23__SCAN_IN: 733.14328 ps
INPUT-REG3_REG_10__SCAN_IN: 351.31934 ps
INPUT-REG3_REG_3__SCAN_IN: 263.87595 ps
INPUT-REG3_REG_19__SCAN_IN: 584.54649 ps
INPUT-REG3_REG_28__SCAN_IN: 905.38896 ps
INPUT-REG3_REG_8__SCAN_IN: 308.34118 ps
INPUT-REG3_REG_1__SCAN_IN: 786.09174 ps
INPUT-REG3_REG_21__SCAN_IN: 658.84489 ps
INPUT-REG3_REG_12__SCAN_IN: 394.18202 ps
INPUT-REG3_REG_25__SCAN_IN: 807.44166 ps
INPUT-REG3_REG_16__SCAN_IN: 479.90648 ps
INPUT-REG3_REG_5__SCAN_IN: 263.87595 ps
INPUT-REG3_REG_17__SCAN_IN: 479.90648 ps
INPUT-REG3_REG_24__SCAN_IN: 770.29247 ps
INPUT-REG3_REG_4__SCAN_IN: 263.87595 ps
INPUT-REG3_REG_9__SCAN_IN: 308.34118 ps
INPUT-REG3_REG_0__SCAN_IN: 837.12988 ps
INPUT-REG3_REG_20__SCAN_IN: 621.69569 ps
INPUT-REG3_REG_13__SCAN_IN: 394.18202 ps
INPUT-IR_REG_0__SCAN_IN: 210.82160 ps
INPUT-IR_REG_1__SCAN_IN: 210.82160 ps
INPUT-IR_REG_2__SCAN_IN: 210.82160 ps
INPUT-IR_REG_3__SCAN_IN: 194.14288 ps
INPUT-IR_REG_4__SCAN_IN: 194.14288 ps
INPUT-IR_REG_5__SCAN_IN: 194.14288 ps
INPUT-IR_REG_6__SCAN_IN: 194.14288 ps
INPUT-IR_REG_7__SCAN_IN: 210.82160 ps
INPUT-IR_REG_8__SCAN_IN: 210.82160 ps
INPUT-IR_REG_9__SCAN_IN: 210.82160 ps
INPUT-IR_REG_10__SCAN_IN: 194.14288 ps
INPUT-IR_REG_11__SCAN_IN: 194.14288 ps
INPUT-IR_REG_12__SCAN_IN: 194.14288 ps
INPUT-IR_REG_13__SCAN_IN: 194.14288 ps
INPUT-IR_REG_14__SCAN_IN: 263.43357 ps
INPUT-IR_REG_15__SCAN_IN: 263.43357 ps
INPUT-IR_REG_16__SCAN_IN: 263.43357 ps
INPUT-IR_REG_17__SCAN_IN: 263.43357 ps
INPUT-IR_REG_18__SCAN_IN: 263.43357 ps
INPUT-IR_REG_19__SCAN_IN: 263.43357 ps
INPUT-IR_REG_20__SCAN_IN: 263.43357 ps
INPUT-IR_REG_21__SCAN_IN: 263.43357 ps
INPUT-IR_REG_22__SCAN_IN: 263.43357 ps
INPUT-IR_REG_23__SCAN_IN: 263.43357 ps
INPUT-IR_REG_24__SCAN_IN: 243.89377 ps
INPUT-IR_REG_25__SCAN_IN: 243.89377 ps
INPUT-IR_REG_26__SCAN_IN: 243.89377 ps
INPUT-IR_REG_27__SCAN_IN: 243.89377 ps
INPUT-IR_REG_28__SCAN_IN: 330.89401 ps
INPUT-IR_REG_29__SCAN_IN: 330.89401 ps
INPUT-IR_REG_30__SCAN_IN: 415.08172 ps
INPUT-IR_REG_31__SCAN_IN: 318.86337 ps
INPUT-D_REG_0__SCAN_IN: 1361.88161 ps
INPUT-D_REG_1__SCAN_IN: 1373.94820 ps
INPUT-D_REG_2__SCAN_IN: 1285.82817 ps
INPUT-D_REG_3__SCAN_IN: 1285.82817 ps
INPUT-D_REG_4__SCAN_IN: 1285.82817 ps
INPUT-D_REG_5__SCAN_IN: 1285.82817 ps
INPUT-D_REG_6__SCAN_IN: 1285.82817 ps
INPUT-D_REG_7__SCAN_IN: 1305.43032 ps
INPUT-D_REG_8__SCAN_IN: 1305.43032 ps
INPUT-D_REG_9__SCAN_IN: 1305.43032 ps
INPUT-D_REG_10__SCAN_IN: 1285.82817 ps
INPUT-D_REG_11__SCAN_IN: 1285.82817 ps
INPUT-D_REG_12__SCAN_IN: 1285.82817 ps
INPUT-D_REG_13__SCAN_IN: 1285.82817 ps
INPUT-D_REG_14__SCAN_IN: 1285.82817 ps
INPUT-D_REG_15__SCAN_IN: 1285.82817 ps
INPUT-D_REG_16__SCAN_IN: 1285.82817 ps
INPUT-D_REG_17__SCAN_IN: 1285.82817 ps
INPUT-D_REG_18__SCAN_IN: 1285.82817 ps
INPUT-D_REG_19__SCAN_IN: 1285.82817 ps
INPUT-D_REG_20__SCAN_IN: 1285.82817 ps
INPUT-D_REG_21__SCAN_IN: 1285.82817 ps
INPUT-D_REG_22__SCAN_IN: 1305.43032 ps
INPUT-D_REG_23__SCAN_IN: 1305.43032 ps
INPUT-D_REG_24__SCAN_IN: 1305.43032 ps
INPUT-D_REG_25__SCAN_IN: 1285.82817 ps
INPUT-D_REG_26__SCAN_IN: 1285.82817 ps
INPUT-D_REG_27__SCAN_IN: 1285.82817 ps
INPUT-D_REG_28__SCAN_IN: 1285.82817 ps
INPUT-D_REG_29__SCAN_IN: 1285.82817 ps
INPUT-D_REG_30__SCAN_IN: 1285.82817 ps
INPUT-D_REG_31__SCAN_IN: 1285.82817 ps
INPUT-REG0_REG_0__SCAN_IN: 836.05944 ps
INPUT-REG0_REG_1__SCAN_IN: 785.02676 ps
INPUT-REG0_REG_2__SCAN_IN: 738.00607 ps
INPUT-REG0_REG_3__SCAN_IN: 709.47528 ps
INPUT-REG0_REG_4__SCAN_IN: 827.46542 ps
INPUT-REG0_REG_5__SCAN_IN: 746.19114 ps
INPUT-REG0_REG_6__SCAN_IN: 772.12067 ps
INPUT-REG0_REG_7__SCAN_IN: 784.02629 ps
INPUT-REG0_REG_8__SCAN_IN: 851.40309 ps
INPUT-REG0_REG_9__SCAN_IN: 916.03872 ps
INPUT-REG0_REG_10__SCAN_IN: 815.81806 ps
INPUT-REG0_REG_11__SCAN_IN: 947.35671 ps
INPUT-REG0_REG_12__SCAN_IN: 888.66880 ps
INPUT-REG0_REG_13__SCAN_IN: 870.07948 ps
INPUT-REG0_REG_14__SCAN_IN: 989.86718 ps
INPUT-REG0_REG_15__SCAN_IN: 917.77987 ps
INPUT-REG0_REG_16__SCAN_IN: 978.12218 ps
INPUT-REG0_REG_17__SCAN_IN: 988.73401 ps
INPUT-REG0_REG_18__SCAN_IN: 969.16850 ps
INPUT-REG0_REG_19__SCAN_IN: 933.95024 ps
INPUT-REG0_REG_20__SCAN_IN: 984.50711 ps
INPUT-REG0_REG_21__SCAN_IN: 918.76706 ps
INPUT-REG0_REG_22__SCAN_IN: 891.13110 ps
INPUT-REG0_REG_23__SCAN_IN: 1015.82475 ps
INPUT-REG0_REG_24__SCAN_IN: 1029.99551 ps
INPUT-REG0_REG_25__SCAN_IN: 1037.13752 ps
INPUT-REG0_REG_26__SCAN_IN: 1045.05446 ps
INPUT-REG0_REG_27__SCAN_IN: 922.05395 ps
INPUT-REG0_REG_28__SCAN_IN: 943.08657 ps
INPUT-REG0_REG_29__SCAN_IN: 1040.91773 ps
INPUT-REG0_REG_30__SCAN_IN: 891.48351 ps
INPUT-REG0_REG_31__SCAN_IN: 875.34050 ps
INPUT-REG1_REG_0__SCAN_IN: 836.05944 ps
INPUT-REG1_REG_1__SCAN_IN: 785.02676 ps
INPUT-REG1_REG_2__SCAN_IN: 738.00607 ps
INPUT-REG1_REG_3__SCAN_IN: 709.47528 ps
INPUT-REG1_REG_4__SCAN_IN: 827.46542 ps
INPUT-REG1_REG_5__SCAN_IN: 746.19114 ps
INPUT-REG1_REG_6__SCAN_IN: 772.12067 ps
INPUT-REG1_REG_7__SCAN_IN: 784.02629 ps
INPUT-REG1_REG_8__SCAN_IN: 851.40309 ps
INPUT-REG1_REG_9__SCAN_IN: 916.03872 ps
INPUT-REG1_REG_10__SCAN_IN: 815.81806 ps
INPUT-REG1_REG_11__SCAN_IN: 947.35671 ps
INPUT-REG1_REG_12__SCAN_IN: 888.66880 ps
INPUT-REG1_REG_13__SCAN_IN: 870.07948 ps
