Circuit delay: 1291.09701 ps

Gate slacks:
INPUT-1: 129.10970 ps
INPUT-4: 140.08112 ps
INPUT-8: 476.84155 ps
INPUT-11: 129.10970 ps
INPUT-14: 806.98924 ps
INPUT-17: 140.08112 ps
INPUT-21: 476.84155 ps
INPUT-24: 129.10970 ps
INPUT-27: 806.98924 ps
INPUT-30: 140.08112 ps
INPUT-34: 476.84155 ps
INPUT-37: 129.10970 ps
INPUT-40: 806.98924 ps
INPUT-43: 140.08112 ps
INPUT-47: 476.84155 ps
INPUT-50: 129.10970 ps
INPUT-53: 806.98924 ps
INPUT-56: 140.08112 ps
INPUT-60: 476.84155 ps
INPUT-63: 129.10970 ps
INPUT-66: 806.98924 ps
INPUT-69: 140.08112 ps
INPUT-73: 476.84155 ps
INPUT-76: 129.10970 ps
INPUT-79: 806.98924 ps
INPUT-82: 140.08112 ps
INPUT-86: 476.84155 ps
INPUT-89: 129.10970 ps
INPUT-92: 806.98924 ps
INPUT-95: 140.08112 ps
INPUT-99: 476.84155 ps
INPUT-102: 129.10970 ps
INPUT-105: 806.98924 ps
INPUT-108: 140.08112 ps
INPUT-112: 476.84155 ps
INPUT-115: 806.98924 ps
NOT-118: 129.10970 ps
NOT-119: 460.26747 ps
NOT-122: 129.10970 ps
NOT-123: 460.26747 ps
NOT-126: 129.10970 ps
NOT-127: 460.26747 ps
NOT-130: 129.10970 ps
NOT-131: 460.26747 ps
NOT-134: 129.10970 ps
NOT-135: 460.26747 ps
NOT-138: 129.10970 ps
NOT-139: 460.26747 ps
NOT-142: 129.10970 ps
NOT-143: 460.26747 ps
NOT-146: 129.10970 ps
NOT-147: 460.26747 ps
NOT-150: 129.10970 ps
NOT-151: 460.26747 ps
NAND-154: 129.10970 ps
NOR-157: 460.26747 ps
NOR-158: 790.41516 ps
NAND-159: 129.10970 ps
NOR-183: 460.26747 ps
NOR-184: 790.41516 ps
NAND-162: 129.10970 ps
NOR-185: 460.26747 ps
NOR-186: 790.41516 ps
NAND-165: 129.10970 ps
NOR-187: 460.26747 ps
NOR-188: 790.41516 ps
NAND-168: 129.10970 ps
NOR-189: 460.26747 ps
NOR-190: 790.41516 ps
NAND-171: 129.10970 ps
NOR-191: 460.26747 ps
NOR-192: 790.41516 ps
NAND-174: 129.10970 ps
NOR-193: 460.26747 ps
NOR-194: 790.41516 ps
NAND-177: 129.10970 ps
NOR-195: 460.26747 ps
NOR-196: 790.41516 ps
NAND-180: 129.10970 ps
NOR-197: 460.26747 ps
NOR-198: 790.41516 ps
AND-199: 129.10970 ps
NOT-203: 129.10970 ps
NOT-213: 810.10667 ps
NOT-223: 1160.16549 ps
XOR-224: 129.10970 ps
XOR-227: 129.10970 ps
XOR-230: 129.10970 ps
XOR-233: 129.10970 ps
XOR-236: 129.10970 ps
XOR-239: 129.10970 ps
XOR-243: 129.10970 ps
XOR-247: 129.10970 ps
XOR-251: 129.10970 ps
NAND-242: 1009.53232 ps
NAND-246: 838.28130 ps
NAND-250: 810.10667 ps
NAND-254: 821.75536 ps
NAND-255: 838.28130 ps
NAND-256: 868.36518 ps
NAND-257: 853.18082 ps
NAND-258: 868.36518 ps
NAND-259: 885.35797 ps
OUTPUT-223: 1160.16549 ps
NAND-260: 129.10970 ps
NAND-263: 460.17849 ps
NAND-264: 129.10970 ps
NAND-288: 460.17849 ps
NAND-267: 129.10970 ps
NAND-289: 460.17849 ps
NAND-270: 129.10970 ps
NAND-290: 460.17849 ps
NAND-273: 129.10970 ps
NAND-291: 460.17849 ps
NAND-276: 129.10970 ps
NAND-292: 460.17849 ps
NAND-279: 129.10970 ps
NAND-293: 460.17849 ps
NAND-282: 129.10970 ps
NAND-294: 460.17849 ps
NAND-285: 129.10970 ps
NAND-295: 460.17849 ps
NOT-300: 460.17849 ps
NOT-301: 460.17849 ps
NOT-302: 460.17849 ps
NOT-303: 460.17849 ps
NOT-304: 460.17849 ps
NOT-305: 460.17849 ps
NOT-306: 460.17849 ps
NOT-307: 460.17849 ps
AND-296: 129.10970 ps
NOT-308: 460.17849 ps
NOT-309: 129.10970 ps
NOT-319: 440.37390 ps
NOT-329: 790.43952 ps
XOR-330: 129.10970 ps
XOR-331: 129.10970 ps
XOR-332: 129.10970 ps
XOR-333: 129.10970 ps
XOR-335: 129.10970 ps
XOR-337: 129.10970 ps
XOR-339: 129.10970 ps
XOR-341: 129.10970 ps
XOR-343: 129.10970 ps
NAND-334: 639.79956 ps
NAND-336: 468.54852 ps
NAND-338: 440.37390 ps
NAND-340: 452.02259 ps
NAND-342: 468.54852 ps
NAND-344: 498.63239 ps
NAND-345: 483.44802 ps
NAND-346: 498.63239 ps
NAND-347: 515.62530 ps
OUTPUT-329: 790.43952 ps
NAND-348: 129.10970 ps
NAND-349: 129.10970 ps
NAND-350: 129.10970 ps
NAND-351: 129.10970 ps
NAND-352: 129.10970 ps
NAND-353: 129.10970 ps
NAND-354: 129.10970 ps
NAND-355: 129.10970 ps
NAND-356: 129.10970 ps
AND-357: 129.10970 ps
NOT-360: 129.10970 ps
NOT-370: 475.11341 ps
NAND-371: 328.53530 ps
NAND-372: 157.29543 ps
NAND-373: 129.10970 ps
NAND-374: 140.76001 ps
NAND-375: 157.29543 ps
NAND-376: 187.38432 ps
NAND-377: 172.20330 ps
NAND-378: 187.38432 ps
NAND-379: 204.30105 ps
OUTPUT-370: 475.11341 ps
NAND-380: 328.53530 ps
NAND-381: 157.29543 ps
NAND-386: 129.10970 ps
NAND-393: 140.76001 ps
NAND-399: 157.29543 ps
NAND-404: 187.38432 ps
NAND-407: 172.20330 ps
NAND-411: 187.38432 ps
NAND-414: 204.30105 ps
NOT-415: 328.53530 ps
NOT-417: 266.44447 ps
NOT-418: 251.34180 ps
NOT-419: 272.74281 ps
NOT-420: 266.09697 ps
AND-416: 129.10970 ps
NAND-422: 266.44447 ps
NAND-425: 207.97220 ps
NAND-428: 260.67360 ps
NAND-429: 227.73387 ps
NOR-421: 129.10970 ps
NAND-430: 266.44447 ps
NAND-431: 207.97220 ps
NAND-432: 207.97220 ps
OUTPUT-421: 129.10970 ps
OUTPUT-430: 266.44447 ps
