Circuit delay: 868.28451 ps

Gate slacks:
INPUT-1: 870.30135 ps
INPUT-5: 888.85372 ps
INPUT-9: 170.63881 ps
INPUT-12: 170.63881 ps
INPUT-15: 905.60294 ps
INPUT-18: 86.82845 ps
INPUT-23: 253.24654 ps
INPUT-26: 200.63167 ps
INPUT-29: 210.10577 ps
INPUT-32: 299.43288 ps
INPUT-35: 320.78078 ps
INPUT-38: 398.41218 ps
INPUT-41: 211.31338 ps
INPUT-44: 528.87399 ps
INPUT-47: 306.37029 ps
INPUT-50: 311.82426 ps
INPUT-53: 506.59616 ps
INPUT-54: 487.10928 ps
INPUT-55: 483.25207 ps
INPUT-56: 479.39801 ps
INPUT-57: 920.48267 ps
INPUT-58: 528.87294 ps
INPUT-59: 445.94466 ps
INPUT-60: 491.91418 ps
INPUT-61: 488.07400 ps
INPUT-62: 484.23698 ps
INPUT-63: 497.10999 ps
INPUT-64: 472.59971 ps
INPUT-65: 489.78883 ps
INPUT-66: 355.71168 ps
INPUT-69: 529.14235 ps
INPUT-70: 477.30373 ps
INPUT-73: 420.59332 ps
INPUT-74: 433.39125 ps
INPUT-75: 424.89544 ps
INPUT-76: 429.14187 ps
INPUT-77: 485.45858 ps
INPUT-78: 450.19405 ps
INPUT-79: 495.90442 ps
INPUT-80: 437.39611 ps
INPUT-81: 441.69824 ps
INPUT-82: 528.87662 ps
INPUT-83: 485.39845 ps
INPUT-84: 481.14881 ps
INPUT-85: 476.90212 ps
INPUT-86: 493.10943 ps
INPUT-87: 504.04271 ps
INPUT-88: 489.46261 ps
INPUT-89: 736.89019 ps
INPUT-94: 200.63167 ps
INPUT-97: 210.10577 ps
INPUT-100: 338.79736 ps
INPUT-103: 289.72501 ps
INPUT-106: 216.45392 ps
INPUT-109: 489.25869 ps
INPUT-110: 485.41109 ps
INPUT-111: 504.04271 ps
INPUT-112: 489.46264 ps
INPUT-113: 504.04271 ps
INPUT-114: 528.87662 ps
INPUT-115: 528.86832 ps
INPUT-118: 238.64420 ps
INPUT-121: 253.24654 ps
INPUT-124: 311.82426 ps
INPUT-127: 299.43288 ps
INPUT-130: 320.78078 ps
INPUT-133: 869.52423 ps
INPUT-134: 869.52423 ps
INPUT-135: 253.25020 ps
INPUT-138: 210.10942 ps
INPUT-141: 528.87200 ps
INPUT-144: 200.63532 ps
INPUT-147: 238.64783 ps
INPUT-150: 791.34356 ps
INPUT-151: 238.64411 ps
INPUT-152: 791.34356 ps
INPUT-153: 327.93477 ps
INPUT-154: 284.04035 ps
INPUT-155: 271.64897 ps
INPUT-156: 292.97491 ps
INPUT-157: 308.46919 ps
INPUT-158: 253.24645 ps
INPUT-159: 200.63157 ps
INPUT-160: 210.10568 ps
INPUT-161: 528.86823 ps
INPUT-162: 791.34356 ps
INPUT-163: 913.98587 ps
INPUT-164: 607.23365 ps
INPUT-165: 607.23365 ps
INPUT-166: 461.93770 ps
INPUT-167: 461.93230 ps
INPUT-168: 476.51237 ps
INPUT-169: 476.51237 ps
INPUT-170: 490.23208 ps
INPUT-171: 489.78505 ps
INPUT-172: 791.34356 ps
INPUT-173: 457.88174 ps
INPUT-174: 461.72933 ps
INPUT-175: 465.58008 ps
INPUT-176: 469.58064 ps
INPUT-177: 445.07035 ps
INPUT-178: 476.89834 ps
INPUT-179: 481.14502 ps
