Circuit delay: 355.91410 ps

Gate slacks:
INPUT-EOC: 301.00473 ps
INPUT-DATA_OUT_REG_SCAN_IN: 391.50551 ps
INPUT-DATA_IN_7_: 351.51612 ps
INPUT-DATA_IN_6_: 351.51612 ps
INPUT-DATA_IN_5_: 351.51612 ps
INPUT-DATA_IN_4_: 351.51612 ps
INPUT-DATA_IN_3_: 351.51612 ps
INPUT-DATA_IN_2_: 351.51612 ps
INPUT-DATA_IN_1_: 351.51612 ps
INPUT-DATA_IN_0_: 351.51612 ps
INPUT-DSR: 340.66277 ps
INPUT-TX_END_REG_SCAN_IN: 340.66277 ps
INPUT-S2_REG_0__SCAN_IN: 241.75401 ps
INPUT-S2_REG_1__SCAN_IN: 273.70629 ps
INPUT-CANALE_REG_3__SCAN_IN: 351.89828 ps
INPUT-CANALE_REG_2__SCAN_IN: 337.54997 ps
INPUT-CANALE_REG_1__SCAN_IN: 337.54997 ps
INPUT-CANALE_REG_0__SCAN_IN: 351.89828 ps
INPUT-CONTA_TMP_REG_3__SCAN_IN: 350.37841 ps
INPUT-CONTA_TMP_REG_2__SCAN_IN: 237.38450 ps
INPUT-CONTA_TMP_REG_1__SCAN_IN: 190.19669 ps
INPUT-CONTA_TMP_REG_0__SCAN_IN: 190.19669 ps
INPUT-ITFC_STATE_REG_1__SCAN_IN: 317.50770 ps
INPUT-ITFC_STATE_REG_0__SCAN_IN: 311.50827 ps
INPUT-OUT_REG_REG_7__SCAN_IN: 293.51798 ps
INPUT-OUT_REG_REG_6__SCAN_IN: 284.31222 ps
INPUT-OUT_REG_REG_5__SCAN_IN: 294.16516 ps
INPUT-OUT_REG_REG_4__SCAN_IN: 285.12119 ps
INPUT-OUT_REG_REG_3__SCAN_IN: 293.51792 ps
INPUT-OUT_REG_REG_2__SCAN_IN: 284.31214 ps
INPUT-OUT_REG_REG_1__SCAN_IN: 295.15204 ps
INPUT-OUT_REG_REG_0__SCAN_IN: 286.35479 ps
INPUT-NEXT_BIT_REG_3__SCAN_IN: 242.77979 ps
INPUT-NEXT_BIT_REG_2__SCAN_IN: 233.87355 ps
INPUT-NEXT_BIT_REG_1__SCAN_IN: 222.12008 ps
INPUT-NEXT_BIT_REG_0__SCAN_IN: 276.75948 ps
INPUT-TX_CONTA_REG_9__SCAN_IN: 170.81538 ps
INPUT-TX_CONTA_REG_8__SCAN_IN: 170.81538 ps
INPUT-TX_CONTA_REG_7__SCAN_IN: 170.81538 ps
INPUT-TX_CONTA_REG_6__SCAN_IN: 126.20988 ps
INPUT-TX_CONTA_REG_5__SCAN_IN: 126.20988 ps
INPUT-TX_CONTA_REG_4__SCAN_IN: 106.60396 ps
INPUT-TX_CONTA_REG_3__SCAN_IN: 79.39434 ps
INPUT-TX_CONTA_REG_2__SCAN_IN: 50.51814 ps
INPUT-TX_CONTA_REG_1__SCAN_IN: 35.59141 ps
INPUT-TX_CONTA_REG_0__SCAN_IN: 35.59141 ps
INPUT-LOAD_REG_SCAN_IN: 243.00844 ps
INPUT-SEND_DATA_REG_SCAN_IN: 337.64514 ps
INPUT-SEND_EN_REG_SCAN_IN: 227.74847 ps
INPUT-MUX_EN_REG_SCAN_IN: 352.64110 ps
INPUT-TRE_REG_SCAN_IN: 231.95322 ps
INPUT-LOAD_DATO_REG_SCAN_IN: 351.89828 ps
INPUT-SOC_REG_SCAN_IN: 353.48510 ps
INPUT-SEND_REG_SCAN_IN: 343.14212 ps
INPUT-MPX_REG_SCAN_IN: 313.54927 ps
INPUT-CONFIRM_REG_SCAN_IN: 273.70629 ps
INPUT-SHOT_REG_SCAN_IN: 345.51103 ps
INPUT-ADD_MPX2_REG_SCAN_IN: 358.95422 ps
INPUT-RDY_REG_SCAN_IN: 306.59052 ps
INPUT-ERROR_REG_SCAN_IN: 326.82226 ps
INPUT-S1_REG_2__SCAN_IN: 175.73375 ps
INPUT-S1_REG_1__SCAN_IN: 132.74752 ps
INPUT-S1_REG_0__SCAN_IN: 115.95554 ps
NOT-U449: 301.00473 ps
OUTPUT-DATA_OUT_REG_SCAN_IN: 391.50551 ps
NOT-U440: 343.30370 ps
NOT-U441: 241.75401 ps
NOT-U436: 312.33534 ps
OUTPUT-CANALE_REG_3__SCAN_IN: 391.50551 ps
OUTPUT-CANALE_REG_2__SCAN_IN: 391.50551 ps
OUTPUT-CANALE_REG_1__SCAN_IN: 391.50551 ps
OUTPUT-CANALE_REG_0__SCAN_IN: 391.50551 ps
NOT-U442: 308.61430 ps
AND-U379: 190.19669 ps
NOT-U418: 291.88703 ps
NOT-U435: 317.50770 ps
NAND-U523: 340.66277 ps
NOT-U425: 311.50827 ps
OR-U500: 332.39493 ps
NAND-U501: 347.00929 ps
NAND-U524: 340.66277 ps
NOT-U447: 328.61018 ps
NAND-U553: 286.35479 ps
NAND-U558: 295.15204 ps
OR-U424: 242.77979 ps
NOT-U446: 233.87355 ps
AND-U377: 242.14417 ps
NOT-U445: 222.12008 ps
OR-U530: 303.63493 ps
NOT-U422: 303.04999 ps
NOT-ADD_291_U30: 315.75428 ps
NOT-ADD_291_U20: 315.47235 ps
NOT-ADD_291_U18: 312.16612 ps
NOT-ADD_291_U16: 312.16612 ps
NOT-ADD_291_U14: 312.16612 ps
NOT-ADD_291_U12: 312.16612 ps
NOT-ADD_291_U10: 312.16615 ps
NOT-ADD_291_U8: 312.17049 ps
NOT-ADD_291_U6: 312.53105 ps
NOT-ADD_291_U5: 306.49936 ps
NAND-ADD_291_U7: 35.59141 ps
OR-GT_255_U9: 50.51814 ps
NOT-U426: 315.89450 ps
NOT-U419: 292.89261 ps
OUTPUT-MUX_EN_REG_SCAN_IN: 391.50551 ps
OR-U392: 342.67858 ps
NOT-U433: 231.95322 ps
NAND-U508: 340.66277 ps
NAND-U568: 326.93012 ps
OUTPUT-LOAD_DATO_REG_SCAN_IN: 391.50551 ps
OUTPUT-SOC_REG_SCAN_IN: 391.50551 ps
NOT-U432: 343.14212 ps
NAND-U487: 347.00929 ps
NOT-U438: 313.54927 ps
NOT-U437: 319.50919 ps
OUTPUT-ADD_MPX2_REG_SCAN_IN: 391.50551 ps
NOT-U430: 319.52982 ps
OUTPUT-ERROR_REG_SCAN_IN: 391.50551 ps
NOT-U429: 303.77898 ps
NOT-U428: 293.34503 ps
NAND-U431: 306.59052 ps
OR-U563: 318.50103 ps
NOT-U427: 115.95554 ps
NAND-U485: 347.00929 ps
OR-U490: 334.54075 ps
NAND-U561: 354.34137 ps
NAND-U488: 343.30370 ps
NAND-U439: 241.75401 ps
NAND-U472: 305.67906 ps
NAND-U505: 331.28813 ps
NAND-U601: 331.28813 ps
NAND-U509: 190.19669 ps
NAND-U480: 317.50770 ps
NAND-U497: 331.28813 ps
