Circuit delay: 1023.93571 ps

Gate slacks:
INPUT-1: 1001.70221 ps
INPUT-2: 1057.88171 ps
INPUT-3: 1001.70221 ps
INPUT-4: 842.77364 ps
INPUT-5: 842.77493 ps
INPUT-6: 842.77366 ps
INPUT-7: 1034.68053 ps
INPUT-8: 475.60783 ps
INPUT-11: 996.81866 ps
INPUT-14: 957.78856 ps
INPUT-15: 1057.88171 ps
INPUT-16: 783.50528 ps
INPUT-19: 842.77401 ps
INPUT-20: 842.77554 ps
INPUT-21: 842.77259 ps
INPUT-22: 842.77305 ps
INPUT-23: 842.77366 ps
INPUT-24: 842.77366 ps
INPUT-25: 842.77487 ps
INPUT-26: 842.77528 ps
INPUT-27: 842.77447 ps
INPUT-28: 942.85692 ps
INPUT-29: 789.84782 ps
INPUT-32: 842.77487 ps
INPUT-33: 842.77554 ps
INPUT-34: 842.77408 ps
INPUT-35: 886.30633 ps
INPUT-36: 1041.91635 ps
INPUT-37: 915.49471 ps
INPUT-40: 339.80948 ps
INPUT-43: 516.02382 ps
INPUT-44: 883.98914 ps
INPUT-47: 458.63759 ps
INPUT-48: 377.00262 ps
INPUT-49: 381.30295 ps
INPUT-50: 349.70311 ps
INPUT-51: 348.59839 ps
INPUT-52: 466.08584 ps
INPUT-53: 468.17571 ps
INPUT-54: 467.85216 ps
INPUT-55: 614.94851 ps
INPUT-56: 516.02382 ps
INPUT-57: 883.98914 ps
INPUT-60: 458.63759 ps
INPUT-61: 377.00262 ps
INPUT-62: 349.70311 ps
INPUT-63: 348.59839 ps
INPUT-64: 466.08584 ps
INPUT-65: 468.17571 ps
INPUT-66: 467.85216 ps
INPUT-67: 614.94851 ps
INPUT-68: 515.90559 ps
INPUT-69: 883.98914 ps
INPUT-72: 458.51709 ps
INPUT-73: 376.88212 ps
INPUT-74: 381.18245 ps
INPUT-75: 349.58404 ps
INPUT-76: 348.47978 ps
INPUT-77: 465.96677 ps
INPUT-78: 468.05520 ps
INPUT-79: 467.73423 ps
INPUT-80: 614.82944 ps
INPUT-81: 516.02382 ps
INPUT-82: 883.98914 ps
INPUT-85: 458.63759 ps
INPUT-86: 377.00262 ps
INPUT-87: 381.30295 ps
INPUT-88: 349.70311 ps
INPUT-89: 348.59839 ps
INPUT-90: 466.08584 ps
INPUT-91: 468.17571 ps
INPUT-92: 467.85216 ps
INPUT-93: 614.94851 ps
INPUT-94: 1085.20218 ps
INPUT-95: 436.87638 ps
INPUT-96: 883.98914 ps
INPUT-99: 686.53372 ps
INPUT-100: 691.34296 ps
INPUT-101: 210.70759 ps
INPUT-102: 197.03172 ps
INPUT-103: 625.99816 ps
INPUT-104: 413.18205 ps
INPUT-105: 433.01667 ps
INPUT-106: 656.55992 ps
INPUT-107: 436.75743 ps
INPUT-108: 883.98914 ps
INPUT-111: 686.41507 ps
INPUT-112: 691.22389 ps
INPUT-113: 210.58931 ps
INPUT-114: 196.91311 ps
INPUT-115: 625.87766 ps
INPUT-116: 413.06237 ps
INPUT-117: 432.89772 ps
INPUT-118: 656.44060 ps
INPUT-119: 436.87638 ps
INPUT-120: 883.98914 ps
INPUT-123: 686.53372 ps
INPUT-124: 691.34296 ps
INPUT-125: 210.70759 ps
INPUT-126: 197.03172 ps
INPUT-127: 625.99816 ps
INPUT-128: 413.18205 ps
INPUT-129: 433.01667 ps
INPUT-130: 656.55992 ps
INPUT-131: 436.87638 ps
INPUT-132: 883.98914 ps
INPUT-135: 686.53372 ps
INPUT-136: 691.34296 ps
INPUT-137: 210.70759 ps
INPUT-138: 197.03172 ps
INPUT-139: 625.99816 ps
INPUT-140: 413.18205 ps
INPUT-141: 433.01667 ps
INPUT-142: 656.55992 ps
INPUT-143: 1126.32928 ps
INPUT-144: 1126.32928 ps
INPUT-145: 1126.32928 ps
INPUT-146: 1126.32928 ps
INPUT-147: 1126.32928 ps
INPUT-148: 1126.32928 ps
INPUT-149: 1126.32928 ps
INPUT-150: 1126.32928 ps
INPUT-151: 1126.32928 ps
INPUT-152: 1126.32928 ps
INPUT-153: 1126.32928 ps
INPUT-154: 1126.32928 ps
INPUT-155: 1126.32928 ps
INPUT-156: 1126.32928 ps
INPUT-157: 1126.32928 ps
INPUT-158: 1126.32928 ps
INPUT-159: 1126.32928 ps
INPUT-160: 1126.32928 ps
INPUT-161: 1126.32928 ps
INPUT-162: 1126.32928 ps
INPUT-163: 1126.32928 ps
INPUT-164: 1126.32928 ps
