Circuit delay: 2844.51756 ps

Gate slacks:
INPUT-P2_WR_REG_SCAN_IN: 3066.18784 ps
INPUT-SI_31_: 2402.98302 ps
INPUT-SI_30_: 2451.82177 ps
INPUT-SI_29_: 2396.45698 ps
INPUT-SI_28_: 2234.58983 ps
INPUT-SI_27_: 2220.70833 ps
INPUT-SI_26_: 2181.01680 ps
INPUT-SI_25_: 2141.32527 ps
INPUT-SI_24_: 2101.63373 ps
INPUT-SI_23_: 2061.94220 ps
INPUT-SI_22_: 2022.25066 ps
INPUT-SI_21_: 1982.55913 ps
INPUT-SI_20_: 1942.86760 ps
INPUT-SI_19_: 1903.17606 ps
INPUT-SI_18_: 1863.48453 ps
INPUT-SI_17_: 1823.79299 ps
INPUT-SI_16_: 1784.10142 ps
INPUT-SI_15_: 1744.40288 ps
INPUT-SI_14_: 1670.64108 ps
INPUT-SI_13_: 1637.56369 ps
INPUT-SI_12_: 1604.48874 ps
INPUT-SI_11_: 1599.79604 ps
INPUT-SI_10_: 1614.50557 ps
INPUT-SI_9_: 1581.42818 ps
INPUT-SI_8_: 1548.35322 ps
INPUT-SI_7_: 1546.50723 ps
INPUT-SI_6_: 1558.78438 ps
INPUT-SI_5_: 1525.70790 ps
INPUT-SI_4_: 1521.26590 ps
INPUT-SI_3_: 1507.66711 ps
INPUT-SI_2_: 1504.16047 ps
INPUT-SI_1_: 1485.31791 ps
INPUT-SI_0_: 1485.31791 ps
INPUT-P2_RD_REG_SCAN_IN: 284.45176 ps
INPUT-P2_STATE_REG_SCAN_IN: 2405.97042 ps
INPUT-P2_REG3_REG_7__SCAN_IN: 1418.67834 ps
INPUT-P2_REG3_REG_27__SCAN_IN: 1815.42905 ps
INPUT-P2_REG3_REG_14__SCAN_IN: 1529.96557 ps
INPUT-P2_REG3_REG_23__SCAN_IN: 1729.37427 ps
INPUT-P2_REG3_REG_10__SCAN_IN: 1480.86167 ps
INPUT-P2_REG3_REG_3__SCAN_IN: 1418.67834 ps
INPUT-P2_REG3_REG_19__SCAN_IN: 1643.31949 ps
INPUT-P2_REG3_REG_28__SCAN_IN: 1868.40412 ps
INPUT-P2_REG3_REG_8__SCAN_IN: 1480.86167 ps
INPUT-P2_REG3_REG_1__SCAN_IN: 1771.50653 ps
INPUT-P2_REG3_REG_21__SCAN_IN: 1686.34688 ps
INPUT-P2_REG3_REG_12__SCAN_IN: 1529.96557 ps
INPUT-P2_REG3_REG_25__SCAN_IN: 1772.40166 ps
INPUT-P2_REG3_REG_16__SCAN_IN: 1600.29186 ps
INPUT-P2_REG3_REG_5__SCAN_IN: 1418.67834 ps
INPUT-P2_REG3_REG_17__SCAN_IN: 1600.29186 ps
INPUT-P2_REG3_REG_24__SCAN_IN: 1772.40166 ps
INPUT-P2_REG3_REG_4__SCAN_IN: 1418.67834 ps
INPUT-P2_REG3_REG_9__SCAN_IN: 1480.86167 ps
INPUT-P2_REG3_REG_0__SCAN_IN: 1797.72495 ps
INPUT-P2_REG3_REG_20__SCAN_IN: 1686.34688 ps
INPUT-P2_REG3_REG_13__SCAN_IN: 1529.96557 ps
INPUT-P2_REG3_REG_22__SCAN_IN: 1729.37427 ps
INPUT-P2_REG3_REG_11__SCAN_IN: 1480.86167 ps
INPUT-P2_REG3_REG_2__SCAN_IN: 1676.68694 ps
INPUT-P2_REG3_REG_18__SCAN_IN: 1643.31949 ps
INPUT-P2_REG3_REG_6__SCAN_IN: 1418.67834 ps
INPUT-P2_REG3_REG_26__SCAN_IN: 1815.42905 ps
INPUT-P2_REG3_REG_15__SCAN_IN: 1529.96557 ps
INPUT-P2_B_REG_SCAN_IN: 1512.92785 ps
INPUT-P2_DATAO_REG_31__SCAN_IN: 2339.39771 ps
INPUT-P2_DATAO_REG_30__SCAN_IN: 2372.15183 ps
INPUT-P2_DATAO_REG_29__SCAN_IN: 2322.25837 ps
INPUT-P2_DATAO_REG_28__SCAN_IN: 2160.39122 ps
INPUT-P2_DATAO_REG_27__SCAN_IN: 2149.81469 ps
INPUT-P2_DATAO_REG_26__SCAN_IN: 2110.12316 ps
INPUT-P2_DATAO_REG_25__SCAN_IN: 2070.43163 ps
INPUT-P2_DATAO_REG_24__SCAN_IN: 2030.74009 ps
INPUT-P2_DATAO_REG_23__SCAN_IN: 1991.04856 ps
INPUT-P2_DATAO_REG_22__SCAN_IN: 1951.35703 ps
