Circuit delay: 664.73462 ps

Gate slacks:
INPUT-GAMMA_REG_0__SCAN_IN: 217.05061 ps
INPUT-START: 126.84320 ps
INPUT-K_3_: 420.04539 ps
INPUT-K_2_: 406.73107 ps
INPUT-K_1_: 348.11126 ps
INPUT-K_0_: 348.11126 ps
INPUT-COUNT_REG_0__SCAN_IN: 658.22380 ps
INPUT-MEMORY_REG_31__1__SCAN_IN: 580.97296 ps
INPUT-MEMORY_REG_31__0__SCAN_IN: 580.97296 ps
INPUT-MEMORY_REG_30__1__SCAN_IN: 580.96889 ps
INPUT-MEMORY_REG_30__0__SCAN_IN: 580.96889 ps
INPUT-MEMORY_REG_29__1__SCAN_IN: 580.97292 ps
INPUT-MEMORY_REG_29__0__SCAN_IN: 580.97292 ps
INPUT-MEMORY_REG_28__1__SCAN_IN: 580.97292 ps
INPUT-MEMORY_REG_28__0__SCAN_IN: 580.97292 ps
INPUT-MEMORY_REG_27__1__SCAN_IN: 520.86063 ps
INPUT-MEMORY_REG_27__0__SCAN_IN: 520.86063 ps
INPUT-MEMORY_REG_26__1__SCAN_IN: 520.81516 ps
INPUT-MEMORY_REG_26__0__SCAN_IN: 520.81516 ps
INPUT-MEMORY_REG_25__1__SCAN_IN: 520.86387 ps
INPUT-MEMORY_REG_25__0__SCAN_IN: 520.86387 ps
INPUT-MEMORY_REG_24__1__SCAN_IN: 520.86387 ps
INPUT-MEMORY_REG_24__0__SCAN_IN: 520.86387 ps
INPUT-MEMORY_REG_23__1__SCAN_IN: 580.97292 ps
INPUT-MEMORY_REG_23__0__SCAN_IN: 580.97292 ps
INPUT-MEMORY_REG_22__1__SCAN_IN: 580.97292 ps
INPUT-MEMORY_REG_22__0__SCAN_IN: 580.97292 ps
INPUT-MEMORY_REG_21__1__SCAN_IN: 580.97292 ps
INPUT-MEMORY_REG_21__0__SCAN_IN: 580.97292 ps
INPUT-MEMORY_REG_20__1__SCAN_IN: 580.97292 ps
INPUT-MEMORY_REG_20__0__SCAN_IN: 580.97292 ps
INPUT-MEMORY_REG_19__1__SCAN_IN: 520.86387 ps
INPUT-MEMORY_REG_19__0__SCAN_IN: 520.86387 ps
INPUT-MEMORY_REG_18__1__SCAN_IN: 520.86387 ps
INPUT-MEMORY_REG_18__0__SCAN_IN: 520.86387 ps
INPUT-MEMORY_REG_17__1__SCAN_IN: 520.86387 ps
INPUT-MEMORY_REG_17__0__SCAN_IN: 520.86387 ps
INPUT-MEMORY_REG_16__1__SCAN_IN: 520.86387 ps
INPUT-MEMORY_REG_16__0__SCAN_IN: 520.86387 ps
INPUT-MEMORY_REG_15__1__SCAN_IN: 580.97292 ps
INPUT-MEMORY_REG_15__0__SCAN_IN: 580.97292 ps
INPUT-MEMORY_REG_14__1__SCAN_IN: 580.97292 ps
INPUT-MEMORY_REG_14__0__SCAN_IN: 580.97292 ps
INPUT-MEMORY_REG_13__1__SCAN_IN: 580.97292 ps
INPUT-MEMORY_REG_13__0__SCAN_IN: 580.97292 ps
INPUT-MEMORY_REG_12__1__SCAN_IN: 580.97292 ps
INPUT-MEMORY_REG_12__0__SCAN_IN: 580.97292 ps
INPUT-MEMORY_REG_11__1__SCAN_IN: 520.86387 ps
INPUT-MEMORY_REG_11__0__SCAN_IN: 520.86387 ps
INPUT-MEMORY_REG_10__1__SCAN_IN: 520.86387 ps
INPUT-MEMORY_REG_10__0__SCAN_IN: 520.86387 ps
INPUT-MEMORY_REG_9__1__SCAN_IN: 520.86387 ps
INPUT-MEMORY_REG_9__0__SCAN_IN: 520.86387 ps
INPUT-MEMORY_REG_8__1__SCAN_IN: 520.86387 ps
INPUT-MEMORY_REG_8__0__SCAN_IN: 520.86387 ps
INPUT-MEMORY_REG_7__1__SCAN_IN: 580.97292 ps
INPUT-MEMORY_REG_7__0__SCAN_IN: 580.97292 ps
INPUT-MEMORY_REG_6__1__SCAN_IN: 580.97292 ps
INPUT-MEMORY_REG_6__0__SCAN_IN: 580.97292 ps
INPUT-MEMORY_REG_5__1__SCAN_IN: 580.92488 ps
INPUT-MEMORY_REG_5__0__SCAN_IN: 580.92488 ps
INPUT-MEMORY_REG_4__1__SCAN_IN: 580.92488 ps
INPUT-MEMORY_REG_4__0__SCAN_IN: 580.92488 ps
INPUT-MEMORY_REG_3__1__SCAN_IN: 520.86387 ps
INPUT-MEMORY_REG_3__0__SCAN_IN: 520.86387 ps
INPUT-MEMORY_REG_2__1__SCAN_IN: 520.86387 ps
INPUT-MEMORY_REG_2__0__SCAN_IN: 520.86387 ps
INPUT-MEMORY_REG_1__1__SCAN_IN: 520.82531 ps
INPUT-MEMORY_REG_1__0__SCAN_IN: 520.82531 ps
INPUT-MEMORY_REG_0__1__SCAN_IN: 520.81516 ps
INPUT-MEMORY_REG_0__0__SCAN_IN: 520.81516 ps
INPUT-NL_REG_3__SCAN_IN: 661.85991 ps
INPUT-NL_REG_2__SCAN_IN: 661.85991 ps
INPUT-NL_REG_1__SCAN_IN: 661.85991 ps
INPUT-NL_REG_0__SCAN_IN: 661.85991 ps
INPUT-SCAN_REG_4__SCAN_IN: 215.71564 ps
INPUT-SCAN_REG_3__SCAN_IN: 215.71564 ps
INPUT-SCAN_REG_2__SCAN_IN: 280.29934 ps
INPUT-SCAN_REG_1__SCAN_IN: 215.71564 ps
INPUT-SCAN_REG_0__SCAN_IN: 215.71564 ps
INPUT-MAX_REG_4__SCAN_IN: 215.71564 ps
