Circuit delay: 681.99629 ps

Gate slacks:
INPUT-RESTART: 68.19963 ps
INPUT-AVERAGE: 500.87542 ps
INPUT-ENABLE: 516.52433 ps
INPUT-DATA_IN_7_: 447.69506 ps
INPUT-DATA_IN_6_: 371.82956 ps
INPUT-DATA_IN_5_: 322.53607 ps
INPUT-DATA_IN_4_: 283.29271 ps
INPUT-DATA_IN_3_: 257.47683 ps
INPUT-DATA_IN_2_: 217.77743 ps
INPUT-DATA_IN_1_: 174.82555 ps
INPUT-DATA_IN_0_: 152.09006 ps
INPUT-STATO_REG_0__SCAN_IN: 341.83727 ps
INPUT-STATO_REG_1__SCAN_IN: 365.62327 ps
INPUT-DATA_OUT_REG_0__SCAN_IN: 643.76739 ps
INPUT-DATA_OUT_REG_1__SCAN_IN: 643.76739 ps
INPUT-DATA_OUT_REG_2__SCAN_IN: 643.76739 ps
INPUT-DATA_OUT_REG_3__SCAN_IN: 662.87097 ps
INPUT-DATA_OUT_REG_4__SCAN_IN: 621.30940 ps
INPUT-DATA_OUT_REG_5__SCAN_IN: 621.30964 ps
INPUT-DATA_OUT_REG_6__SCAN_IN: 643.76739 ps
INPUT-DATA_OUT_REG_7__SCAN_IN: 643.76739 ps
INPUT-REG4_REG_0__SCAN_IN: 152.09006 ps
INPUT-REG4_REG_1__SCAN_IN: 189.24739 ps
INPUT-REG4_REG_2__SCAN_IN: 217.77743 ps
INPUT-RMAX_REG_7__SCAN_IN: 462.65085 ps
INPUT-RMAX_REG_6__SCAN_IN: 377.12616 ps
INPUT-RMAX_REG_5__SCAN_IN: 327.78458 ps
INPUT-RMAX_REG_4__SCAN_IN: 288.55883 ps
INPUT-RMAX_REG_3__SCAN_IN: 262.74295 ps
INPUT-RMAX_REG_2__SCAN_IN: 223.04354 ps
INPUT-RMAX_REG_1__SCAN_IN: 180.12214 ps
INPUT-RMAX_REG_0__SCAN_IN: 157.38665 ps
INPUT-RMIN_REG_7__SCAN_IN: 462.65085 ps
INPUT-RMIN_REG_6__SCAN_IN: 377.12616 ps
INPUT-RMIN_REG_5__SCAN_IN: 327.78458 ps
INPUT-RMIN_REG_4__SCAN_IN: 288.55883 ps
INPUT-RMIN_REG_3__SCAN_IN: 262.74295 ps
INPUT-RMIN_REG_2__SCAN_IN: 223.04354 ps
INPUT-RMIN_REG_1__SCAN_IN: 194.52476 ps
INPUT-RMIN_REG_0__SCAN_IN: 157.38665 ps
INPUT-RLAST_REG_7__SCAN_IN: 666.73265 ps
INPUT-RLAST_REG_6__SCAN_IN: 666.73265 ps
INPUT-RLAST_REG_5__SCAN_IN: 632.83081 ps
INPUT-RLAST_REG_4__SCAN_IN: 632.83057 ps
INPUT-RLAST_REG_3__SCAN_IN: 637.08120 ps
INPUT-RLAST_REG_2__SCAN_IN: 643.40321 ps
INPUT-RLAST_REG_1__SCAN_IN: 643.40321 ps
INPUT-RLAST_REG_0__SCAN_IN: 643.40321 ps
INPUT-REG1_REG_7__SCAN_IN: 701.07814 ps
INPUT-REG1_REG_6__SCAN_IN: 701.07814 ps
INPUT-REG1_REG_5__SCAN_IN: 701.07814 ps
INPUT-REG1_REG_4__SCAN_IN: 701.07814 ps
INPUT-REG1_REG_3__SCAN_IN: 701.07814 ps
INPUT-REG1_REG_2__SCAN_IN: 701.07814 ps
INPUT-REG1_REG_1__SCAN_IN: 701.07814 ps
INPUT-REG1_REG_0__SCAN_IN: 701.07814 ps
INPUT-REG2_REG_7__SCAN_IN: 701.07814 ps
INPUT-REG2_REG_6__SCAN_IN: 701.07814 ps
INPUT-REG2_REG_5__SCAN_IN: 701.07814 ps
INPUT-REG2_REG_4__SCAN_IN: 701.07814 ps
INPUT-REG2_REG_3__SCAN_IN: 701.07814 ps
INPUT-REG2_REG_2__SCAN_IN: 701.07814 ps
INPUT-REG2_REG_1__SCAN_IN: 701.07814 ps
INPUT-REG2_REG_0__SCAN_IN: 701.07814 ps
INPUT-REG3_REG_7__SCAN_IN: 701.07814 ps
INPUT-REG3_REG_6__SCAN_IN: 701.07814 ps
INPUT-REG3_REG_5__SCAN_IN: 701.07814 ps
INPUT-REG3_REG_4__SCAN_IN: 701.07814 ps
INPUT-REG3_REG_3__SCAN_IN: 701.07814 ps
INPUT-REG3_REG_2__SCAN_IN: 701.07814 ps
INPUT-REG3_REG_1__SCAN_IN: 701.07814 ps
INPUT-REG3_REG_0__SCAN_IN: 701.07814 ps
INPUT-REG4_REG_7__SCAN_IN: 447.69506 ps
INPUT-REG4_REG_6__SCAN_IN: 371.82956 ps
INPUT-REG4_REG_5__SCAN_IN: 322.53607 ps
INPUT-REG4_REG_4__SCAN_IN: 283.29271 ps
INPUT-REG4_REG_3__SCAN_IN: 257.47683 ps
NOT-U351: 68.19963 ps
NOT-U349: 500.87542 ps
NOT-U350: 557.82414 ps
NOT-LT_90_U7: 564.87462 ps
NOT-GT_88_U20: 567.05219 ps
NOT-ADD_77_U6: 431.25877 ps
NOT-LT_90_U19: 540.36717 ps
NOT-GT_88_U18: 543.82394 ps
NOT-LT_90_U16: 540.36717 ps
NOT-GT_88_U17: 494.81184 ps
NOT-LT_90_U15: 491.36931 ps
NOT-GT_88_U14: 494.81184 ps
NOT-LT_90_U12: 491.36931 ps
NOT-GT_88_U13: 445.87200 ps
NOT-LT_90_U11: 442.66584 ps
NOT-GT_88_U10: 445.87200 ps
NOT-LT_90_U8: 442.66584 ps
NOT-GT_88_U9: 398.13154 ps
NOT-LT_90_U21: 433.15425 ps
NOT-U345: 341.83727 ps
OR-U420: 617.94109 ps
NOT-U346: 365.62327 ps
OR-U374: 620.50849 ps
OUTPUT-DATA_OUT_REG_0__SCAN_IN: 750.19592 ps
OUTPUT-DATA_OUT_REG_1__SCAN_IN: 750.19592 ps
