Circuit delay: 413.42834 ps

Gate slacks:
INPUT-R_BUTTON: 349.16187 ps
INPUT-G_BUTTON: 349.16187 ps
INPUT-KEY: 324.74160 ps
INPUT-START: 153.53897 ps
INPUT-TEST: 353.66479 ps
INPUT-RTS: 190.68693 ps
INPUT-RTR: 148.13672 ps
INPUT-VOTO0_REG_SCAN_IN: 270.30683 ps
INPUT-V_IN_3_: 176.01080 ps
INPUT-V_IN_2_: 176.01080 ps
INPUT-V_IN_1_: 176.01080 ps
INPUT-V_IN_0_: 176.01080 ps
INPUT-STATO_REG_3__SCAN_IN: 87.85756 ps
INPUT-STATO_REG_2__SCAN_IN: 87.85756 ps
INPUT-STATO_REG_1__SCAN_IN: 82.76750 ps
INPUT-STATO_REG_0__SCAN_IN: 41.34283 ps
INPUT-V_OUT_REG_3__SCAN_IN: 413.55586 ps
INPUT-V_OUT_REG_2__SCAN_IN: 413.55586 ps
INPUT-V_OUT_REG_1__SCAN_IN: 413.55586 ps
INPUT-V_OUT_REG_0__SCAN_IN: 413.55586 ps
INPUT-SIGN_REG_3__SCAN_IN: 350.56500 ps
INPUT-VOTO1_REG_SCAN_IN: 290.79580 ps
INPUT-CTR_REG_SCAN_IN: 416.57191 ps
INPUT-VOTO3_REG_SCAN_IN: 277.96954 ps
INPUT-LAST_R_REG_SCAN_IN: 337.32793 ps
INPUT-CTS_REG_SCAN_IN: 389.36137 ps
INPUT-VOTO2_REG_SCAN_IN: 290.79580 ps
INPUT-LAST_G_REG_SCAN_IN: 337.32793 ps
NOT-U232: 324.74160 ps
NOT-U222: 169.02568 ps
NOT-U257: 353.66479 ps
NOT-U219: 190.68693 ps
NOT-U216: 169.04453 ps
NOT-U248: 270.30683 ps
NAND-U331: 176.01080 ps
NOT-U221: 113.55246 ps
NOR-U200: 87.85756 ps
NOT-U215: 136.65875 ps
NOT-U217: 82.76750 ps
OR-U270: 167.97840 ps
NOT-U213: 41.34283 ps
NAND-U224: 142.37237 ps
NAND-U290: 417.60703 ps
OR-U310: 322.30821 ps
OUTPUT-V_OUT_REG_3__SCAN_IN: 454.77117 ps
OUTPUT-V_OUT_REG_2__SCAN_IN: 454.77117 ps
OUTPUT-V_OUT_REG_1__SCAN_IN: 454.77117 ps
OUTPUT-V_OUT_REG_0__SCAN_IN: 454.77117 ps
NOT-U230: 350.56500 ps
NOT-U226: 345.03716 ps
OUTPUT-CTR_REG_SCAN_IN: 454.77117 ps
NOT-U247: 277.96954 ps
NOT-U251: 337.32793 ps
OUTPUT-CTS_REG_SCAN_IN: 454.77117 ps
NOT-U227: 300.23395 ps
NOT-U254: 337.32793 ps
NAND-U302: 324.74160 ps
NAND-U355: 354.01466 ps
NAND-U356: 300.23395 ps
NAND-U333: 176.01080 ps
NAND-U225: 113.55246 ps
NAND-U338: 297.36967 ps
NAND-U223: 93.00866 ps
NAND-U231: 136.65875 ps
NAND-U214: 93.98968 ps
NAND-U299: 254.56888 ps
NAND-U354: 312.45839 ps
AND-U201: 41.34283 ps
NAND-U220: 87.85756 ps
NAND-U313: 282.07653 ps
NAND-U337: 267.17642 ps
NOT-U266: 142.37237 ps
NAND-U311: 322.30821 ps
NAND-U326: 350.56500 ps
NAND-U228: 270.30683 ps
NAND-U357: 300.23395 ps
NAND-U303: 324.74160 ps
NOT-U271: 113.55246 ps
NOT-U262: 93.00866 ps
NOT-U265: 285.17970 ps
NAND-U334: 128.29260 ps
NOT-U264: 93.98968 ps
AND-U206: 254.56888 ps
NAND-U218: 50.89276 ps
NAND-U246: 41.34283 ps
NAND-U315: 272.50026 ps
NOT-U258: 87.85756 ps
NAND-U339: 267.17642 ps
NAND-U336: 142.37237 ps
NOT-U256: 270.30683 ps
NAND-U281: 295.44951 ps
NAND-U245: 300.23395 ps
NAND-U304: 310.52374 ps
NAND-U335: 113.55246 ps
NAND-U341: 324.84357 ps
NAND-U273: 93.00866 ps
NAND-U296: 303.68274 ps
NAND-U320: 303.68274 ps
NAND-U272: 128.29260 ps
NAND-U260: 93.98968 ps
NAND-U261: 155.30280 ps
NAND-U291: 197.35283 ps
NAND-U312: 231.30901 ps
NAND-U316: 263.41129 ps
NAND-U300: 281.62084 ps
NOT-U259: 50.89276 ps
NOT-U267: 207.13230 ps
NAND-U344: 239.67484 ps
NAND-U346: 239.67484 ps
NAND-U348: 239.67484 ps
NAND-U350: 239.67484 ps
AND-U202: 184.75922 ps
NAND-U269: 87.85756 ps
NAND-U276: 256.11541 ps
NAND-U288: 276.03887 ps
NAND-U325: 246.15987 ps
NAND-U283: 311.31915 ps
NAND-U323: 267.17642 ps
NAND-U275: 268.16291 ps
NAND-U285: 270.30683 ps
NOT-U358: 300.23395 ps
NAND-U360: 311.43333 ps
AND-U244: 93.00866 ps
NAND-U314: 231.30901 ps
NAND-U301: 281.62084 ps
NAND-U268: 50.89276 ps
NAND-U294: 192.08890 ps
NAND-U345: 207.13230 ps
NAND-U347: 207.13230 ps
NAND-U349: 207.13230 ps
NAND-U351: 207.13230 ps
NAND-U252: 195.24934 ps
NAND-U263: 191.48358 ps
NAND-U292: 184.75922 ps
NAND-U318: 184.75922 ps
NAND-U289: 276.03887 ps
NAND-U327: 246.15987 ps
NAND-U277: 256.11541 ps
NAND-U286: 270.30683 ps
NAND-U359: 300.23395 ps
NAND-U317: 231.30901 ps
NAND-U208: 281.62084 ps
AND-U203: 50.89276 ps
